AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3
3522		1|1|1			f3_w_007	1		183|161|137|255	4.51	255|232|172|255	1.38	97|255|228|255	2.68									
3523		1|1|1			f3_w_007	1		165|132|25|255	5	255|225|172|255	1.38	47|67|73|255	5									
3524		1|1|1			f3_w_007	1		80|89|36|104	5	196|184|118|255	2.04	111|156|105|255	2.04									
3601		1|1|1		0.44	m4_w_002	4	0.44	54|54|54|255	3.16	255|191|142|222	4.2	230|151|91|213	5.73									
3602		1|1|1		0.44	m4_w_002	4	0.44	54|54|54|255	3.16	255|255|255|222	3.24	211|187|144|213	6.03									
3603		1|1|1		0.5	m4_w_003	4	0.5	106|106|106|187	3.9	255|41|41|255	6.59	255|80|80|255	5.58									
3604		1|1|1		0.5	m4_w_003	4	0.5	180|234|94|255	3.36	255|242|210|255	8.6	151|233|245|255	4.68									
3605		1|1|1		0.5	m4_w_003	4	0.5	255|231|131|255	3.36	255|199|54|255	8.6	255|142|101|255	4.68									
3606		1|1|1	1	0.1	m4_w_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3607		1|1|1																				
3608		1|1|1		0.1	m4_w_004	4	0.1	61|223|255|255	8.7	255|255|255|255	0	78|78|78|255	0									
3609		1|1|1		0.1	m4_w_004	4	0.1	82|82|82|255	8.7	249|31|80|255	0	151|0|0|255	0									
3610		1|1|1		0.1	m4_w_004	4	0.1	82|82|82|255	8.7	31|249|159|255	0	0|145|151|255	0									
3611		1|1|1	1	0.1	m4_w_005	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3612		1|1|1		0.1	m4_w_005	4	0.1	255|76|132|169	3.58	28|255|245|142	4.17	224|255|31|137	4.58									
3613		1|1|1		0.1	m4_w_005	4	0.1	255|76|76|169	3.58	225|0|0|142	3.71	255|202|31|137	4.58									
3614		1|1|1		0.1	m4_w_005	4	0.1	121|121|121|169	3.58	225|0|135|142	3.71	31|171|255|112	4.58									
3615		1|1|1	1	0.1	m4_w_006	0	0.1	132|253|238|255	3.46	255|255|255|255	0	176|251|255|255	3.74									
3616		1|1|1		0.5	m4_w_006	4	0.5	243|98|98|255	4.4	255|251|221|255	3.56	255|156|112|255	4.84									
3617		1|1|1		0.5	m4_w_006	4	0.5	71|171|255|255	3.36	187|218|255|255	3.37	148|162|255|255	4.81									
3618		1|1|1		0.5	m4_w_006	4	0.5	255|190|93|255	3.92	255|249|234|255	3.52	255|215|110|255	4.77									
3619		1|1|1		0.71	m4_w_006	4	0.71	247|247|247|255	4.68	255|255|255|255	3.24	255|196|151|255	4.68									
3620		1|1|1		0.5	m4_w_004	4	0.5	253|193|65|255	10.6	255|255|255|255	3.96	255|255|255|255	3.49									
3621		1|1|1	1		m4_w_007	0		255|255|255|255	1	255|255|255|255	1	255|255|255|255	1									
3622		1|1|1			m4_w_007	1		236|141|59|255	2.5	226|193|80|255	1.45	214|166|158|255	1.34									
3623		1|1|1			m4_w_007	1		255|204|149|255	2.98	107|233|251|255	1.32	73|113|212|255	1.75									
3624		1|1|1			m4_w_007	1		159|179|255|255	3.38	255|255|255|255	1.16	255|255|255|255	2.77									
3701		1|1|1		0.59	f4_w_002	4	0.59	206|206|206|255	5.08	17|74|63|255	3.45	255|255|255|255	2.36									
3702		1|1|1		0.47	f4_w_002	4	0.47	238|213|236|255	5.13	103|103|103|255	1.75	232|240|237|255	2.02									
3703		1|1|1	1	0.1	f4_w_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3704		1|1|1		0.1	f4_w_003	4	0.1	0|225|103|255	5.96	237|251|217|255	0	112|255|201|255	0									
3705		1|1|1		0.1	f4_w_003	4	0.1	225|0|172|255	5.96	249|199|239|255	0	255|112|245|255	0									
3706		1|1|1		0.1	f4_w_003	4	0.1	153|153|153|255	2.07	249|199|239|255	0	234|0|0|255	0									
3707		1|1|1																				
3708		1|1|1		0.1	f4_w_004	4	0.1	99|255|158|255	3.34	171|255|138|155	3.75	255|255|255|255	4.23									
3709		1|1|1		0.25	f4_w_004	4	0.25	114|100|226|255	3.62	255|255|255|209	4.7	255|255|255|255	4.26									
3710		1|1|1		0.47	f4_w_004	4	0.47	255|65|65|255	3.6	255|82|71|241	5.23	255|208|138|225	4.33									
3711		1|1|1	1	0.57	f4_w_005	0	0.57	135|135|135|255	0	255|255|255|255	3.03	255|255|255|255	4.25									
3712		1|1|1	1	0.57	f4_w_005	0	0.57	255|58|70|255	6.75	129|55|96|255	5.24	255|255|255|255	4.56									
3713		1|1|1		0.57	f4_w_005	4	0.57	255|125|208|0	4.12	255|247|140|163	6.5	255|220|26|219	4.44									
3714		1|1|1		0.57	f4_w_005	4	0.57	238|255|255|155	6.29	120|253|242|255	7.09	255|206|163|255	5.99									
3715		1|1|1	1	0.1	f4_w_006	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3716		1|1|1		0.5	f4_w_006	4	0.5	204|248|255|255	3.48	69|163|230|255	4.99	144|255|232|222	3.06									
3717		1|1|1	1	0.5	f4_w_006	0	0.5	255|234|181|255	3.71	253|255|123|255	0	255|216|114|255	3.82									
3718		1|1|1		0.5	f4_w_006	4	0.5	255|253|238|255	3.34	180|255|178|255	3.78	255|228|187|255	3.86									
3719		1|1|1		0.5	f4_w_006	4	0.5	255|255|255|255	3.28	223|41|41|255	4.33	264|248|229|255	3.64									
3720		1|1|1		0.1	f4_w_004	4	0.1	255|255|255|255	4.35	255|255|255|255	5.38	245|214|43|255	5.53									
3721		1|1|1	1		f4_w_007	0		97|137|255|17	1	255|255|255|29	1.23	109|170|255|58	1.65									
3722		1|1|1	1		f4_w_007	0		255|255|255|23	0.95	255|110|227|88	1.39	233|133|255|51	2.06									
3723		1|1|1	1		f4_w_007	0		49|63|63|66	1.34	187|126|17|31	2.14	255|178|14|198	1.3									
3724		1|1|1			f4_w_007	1		163|17|17|37	1.05	91|91|91|117	0.5	255|138|184|56	1.89									
3801		1|1|1		0.5	m5_w_002	4	0.5	99|225|193|106	4.77	255|214|80|255	3.61	88|119|76|207	2.74									
3802		1|1|1		0.5	m5_w_002	4	0.5	255|255|255|106	0	152|105|251|255	3.29	122|161|253|207	4.34									
3803		1|1|1		0.64	m5_w_003	4	0.64	174|0|61|255	7.95	52|52|52|255	14.7	106|144|131|255	4.01									
3804		1|1|1	1	0.1	m5_w_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3805		1|1|1		0.64	m5_w_003	4	0.64	131|200|104|255	7.95	232|255|196|255	4.55	189|200|151|255	4.01									
3806		1|1|1		0.68	m5_w_003	4	0.68	208|208|208|255	9.7	255|255|255|255	3.76	179|142|19|255	4.01									
3807		1|1|1																				
3808		1|1|1		0.56	m5_w_004	4	0.56	255|209|110|115	5.08	148|237|255|172	3.61	124|177|181|227	3.66									
3809		1|1|1		0.5	m5_w_004	4	0.5	93|248|255|115	4.12	255|228|187|255	5.93	138|138|138|227	4.68									
3810		1|1|1		0.56	m5_w_004	4	0.56	213|80|80|160	5.19	193|183|208|172	4.04	155|123|102|227	4.62									
3811		1|1|1																				
3812		1|1|1		0.1	m5_w_005	4	0.1	161|255|227|255	4.78	59|83|140|255	9.96	255|255|255|255	2.83									
3813		1|1|1		0.5	m5_w_005	4	0.5	89|255|255|158	3.04	255|0|47|126	4.09	255|11|86|137	5.25									
3814		1|1|1		0.5	m5_w_005	4	0.5	253|0|172|158	3.04	244|247|216|126	6.56	255|48|181|137	4.28									
3815		1|1|1	1	0.1	m5_w_006	0	0.1	129|255|249|224	0	255|255|255|255	0	255|255|255|255	0									
3816		1|1|1		0.5	m5_w_006	4	0.5	255|235|172|255	4.7	255|247|240|255	3.58	255|199|80|255	5.56									
3817		1|1|1		0.5	m5_w_006	4	0.5	236|119|131|255	5.33	255|230|198|255	3.85	204|250|255|255	9.29									
3818		1|1|1		0.5	m5_w_006	4	0.5	116|199|240|255	5.33	238|255|234|255	3.58	125|167|236|255	8.03									
3819		1|1|1		0.5	m5_w_006	4	0.5	63|63|63|224	4.93	255|255|255|255	0	255|255|255|255	0									
3820		1|1|1		0.5	m5_w_004	4	0.5	255|255|255|255	9.38	255|255|255|255	5.76	148|148|148|255	6.4									
3821		1|1|1	1		m5_w_007	0		103|103|103|255	3.12	152|15|46|255	1.55	119|34|50|255	1.16									
3822		1|1|1	1		m5_w_007	0		255|255|255|255	5	238|238|238|255	1.08	159|144|240|255	0.91									
3823		1|1|1	1		m5_w_007	0		255|54|54|255	3.12	255|183|93|255	1.39	88|58|58|255	1.16									
3824		1|1|1	1		m5_w_007	0		255|224|97|255	4.43	232|190|174|255	1.48	136|59|80|255	1.16									
3901		1|1|1		0.1	f5_w_002	4	0.1	241|160|182|144	3.55	255|255|255|255	3.26	255|213|228|255	3.55									
3902		1|1|1		0.1	f5_w_002	4	0.1	255|174|31|204	3.55	255|255|255|255	3.26	255|234|181|255	3.34									
3903		1|1|1		0.36	f5_w_003	4	0.36	255|253|253|255	3.14	255|20|20|255	6.1	217|17|17|255	3.91									
3904		1|1|1	1	0.1	f5_w_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3905		1|1|1	1	0.5	f5_w_003	0	0.5	241|168|58|255	4.69	253|181|91|255	6.26	243|177|78|227	3.25									
3906		1|1|1		0.5	f5_w_003	4	0.5	225|227|255|255	3.81	217|227|253|212	5.54	198|210|255|227	3.33									
3907		1|1|1																				
3908		1|1|1		0.5	f5_w_004	4	0.5	242|26|255|255	4.16	255|61|255|255	5	179|190|255|188	3.41									
3909		1|1|1		0.39	f5_w_004	4	0.39	140|179|255|255	0	59|161|89|255	3.45	255|189|73|255	4.22									
3910		1|1|1		0.5	f5_w_004	4	0.5	255|137|91|255	6.82	99|248|255|255	3.34	255|228|181|255	3.95									
3911		1|1|1	1	0.5	f5_w_005	0	0.5	179|140|80|133	5.36	183|41|53|227	0	110|110|110|255	0									
3912		1|1|1	1	0.5	f5_w_005	0	0.5	255|247|182|158	3.99	248|243|255|255	0	133|153|255|255	5.99									
3913		1|1|1	1	0.73	f5_w_005	0	0.73	208|188|136|200	5.44	255|250|195|212	0	176|18|34|217	5.57									
3914		1|1|1	1	0.5	f5_w_005	0	0.5	255|255|255|131	4.21	204|223|255|214	0	206|224|255|233	6.19									
3915		1|1|1	1	0.1	f5_w_006	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
3916		1|1|1		0.5	f5_w_006	4	0.5	237|223|255|255	3.78	163|125|243|255	5.51	166|189|255|255	5.34									
3917		1|1|1		0.5	f5_w_006	4	0.5	255|248|228|255	3.55	247|157|116|255	5	200|234|255|255	4.73									
3918		1|1|1		0.5	f5_w_006	4	0.5	217|231|255|255	3.74	116|186|255|255	4.76	251|243|255|255	4.36									
3919		1|1|1		0.5	f5_w_006	4	0.5	255|255|255|255	3.29	255|255|255|255	3.97	255|219|144|255	5.05									
3920		1|1|1		0.5	f5_w_004	4	0.5	255|243|248|255	8.66	255|255|255|255	7.68	255|203|91|255	4.37									
3921		1|1|1	1		f5_w_007	0		195|24|24|64	1	20|23|24|211	1.93	255|225|148|212	1									
3922		1|1|1	1		f5_w_007	0		255|195|39|59	1	255|255|255|30	1.16	255|231|215|212	1.11									
3923		1|1|1	1		f5_w_007	0		31|35|37|99	1.83	60|63|67|97	1	247|195|101|212	1									
3924		1|1|1	1		f5_w_007	0		114|173|255|59	1	255|255|255|29	1.16	255|231|215|212	1.11									
4001		1|1|1		0.5	m6_w_002	4	0.5	241|72|72|255	5.91	255|248|228|192	3.12	200|56|56|255	8.75									
4002		1|1|1		0.5	m6_w_002	4	0.5	255|199|101|255	5.91	255|248|228|192	3.12	236|142|57|255	8.75									
4003		1|1|1	1	0.1	m6_w_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4004		1|1|1		0.5	m6_w_003	4	0.5	50|161|255|255	6	238|248|255|255	7.84	255|205|116|255	7.39									
4005		1|1|1		0.5	m6_w_003	4	0.5	255|195|88|255	6.91	255|211|135|255	8.32	255|177|78|255	7.59									
4006		1|1|1		0.5	m6_w_003	4	0.5	170|95|191|255	6.91	139|135|255|255	8.32	255|242|226|255	9.8									
4007		1|1|1	1	0.1	m6_w_004	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4008		1|1|1		0.68	m6_w_004	4	0.68	3|144|228|223	10.64	41|93|144|153	6.76	226|180|96|255	4.7									
4009		1|1|1		0.5	m6_w_004	4	0.5	243|110|75|255	10.35	85|234|191|223	4.88	255|187|103|255	5.56									
4010		1|1|1		0.5	m6_w_004	4	0.5	65|231|255|255	8.31	255|76|76|255	6.75	255|144|178|255	5.78									
4011		1|1|1	1	0.1	m6_w_005	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4012		1|1|1		0.5	m6_w_005	4	0.5	255|110|251|255	4.1	111|112|253|255	7.92	255|104|226|255	5.02									
4013		1|1|1		0.5	m6_w_005	4	0.5	150|134|217|255	4.35	255|48|112|255	6.59	255|235|82|255	6.19									
4014		1|1|1		0.5	m6_w_005	4	0.5	63|223|255|255	5.67	142|255|166|255	4.55	95|182|255|255	8.16									
4015		1|1|1		0.5	m6_w_006	4	0.5	125|247|197|248	5.44	108|196|219|255	3.75	255|255|255|255	0									
4016		1|1|1		0.5	m6_w_006	4	0.5	255|126|104|209	5.91	241|165|115|255	3.79	255|255|255|255	0									
4017		1|1|1	1	0.66	m6_w_006	0	0.66	75|106|251|255	7.44	97|255|215|255	4.46	198|227|255|255	3.99									
4018		1|1|1		0.5	m6_w_006	4	0.5	255|253|241|255	5.93	221|78|104|255	7.31	255|253|247|255	3.65									
4019		1|1|1		0.43	m6_w_006	4	0.43	245|222|128|248	6.39	236|217|154|255	3.75	254|253|255|255	3.8									
4020		1|1|1		0.5	m6_w_004	4	0.5	255|255|255|255	8.31	249|249|249|255	12.73	255|255|255|255	6.15									
4021		1|1|1			m6_w_007	1		58|56|56|189	1.15	255|207|146|61	1.15	255|54|67|0	2.97									
4022		1|1|1			m6_w_007	1		58|56|56|188	1.08	255|212|121|61	1.15	95|95|95|145	2.13									
4023		1|1|1	1		m6_w_007	0		255|163|203|61	1.33	255|255|255|61	1.27	255|151|200|13	4									
4024		1|1|1			m6_w_007	1		110|183|255|24	1.42	255|217|170|61	1.27	138|138|138|121	1.92									
4101		1|1|1		0.39	f6_w_002	4	0.39	255|227|206|174	4.33	86|86|86|255	2.98	255|132|65|255	4.25									
4102		1|1|1		0.5	f6_w_002	4	0.5	254|255|251|214	6.36	255|255|255|255	3.63	243|111|111|170	4.43									
4103		1|1|1	1	0.1	f6_w_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4104		1|1|1		0.51	f6_w_003	4	0.51	255|116|182|208	11.27	255|200|244|255	3.76	247|180|94|211	5.95									
4105		1|1|1		0.51	f6_w_003	4	0.51	255|197|93|247	12.01	255|254|228|255	3.46	255|153|74|226	6.39									
4106		1|1|1		0.51	f6_w_003	4	0.51	126|127|245|192	10.72	230|230|255|255	3.52	179|81|230|192	5.66									
4107		1|1|1	1	0.1	f6_w_004	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4108		1|1|1		0.5	f6_w_004	4	0.5	245|135|233|255	5.98	255|67|141|255	5.46	255|71|151|255	2.6									
4109		1|1|1		0.5	f6_w_004	4	0.5	160|245|157|255	4.65	204|185|81|228	9.05	262|261|254|255	0									
4110		1|1|1		0.5	f6_w_004	4	0.5	236|217|112|255	5.27	255|144|112|217	8.62	255|238|223|232	3.09									
4111		1|1|1	1	0.1	f6_w_005	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4112		1|1|1		0.5	f6_w_005	4	0.5	200|255|243|206	6.1	245|214|41|157	4.52	133|255|159|192	8.14									
4113		1|1|1		0.5	f6_w_005	4	0.5	255|183|76|255	5.95	255|204|95|255	4.98	255|128|82|164	9.63									
4114		1|1|1		0.5	f6_w_005	5	0.5	196|221|255|255	5.84	92|119|247|255	5.99	243|82|205|192	7.37									
4115		1|1|1		0.37	f6_w_006	4	0.37	252|253|221|255	4.17	255|255|255|255	0	255|155|186|255	5									
4116		1|1|1		0.37	f6_w_006	4	0.37	255|216|187|185	3.57	59|59|59|255	3.58	255|52|52|255	3.99									
4117		1|1|1		0.37	f6_w_006	4	0.37	240|214|148|255	4.17	255|255|255|255	0	253|193|139|255	5									
4118		1|1|1	1	1	f6_w_006	0	1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4119		1|1|1	1	0.37	f6_w_006	0	0.37	159|171|255|255	4.72	217|181|255|201	3.36	253|114|255|255	4.59									
4120		1|1|1		0.5	f6_w_004	4	0.5	255|255|255|255	4.67	230|255|0|255	7.86	255|255|255|255	0									
4121		1|1|1	1		f6_w_007	0		245|250|255|40	1.1	255|255|255|56	1.04	110|135|255|15	1.23									
4122		1|1|1			f6_w_007	1		37|37|37|26	1.57	255|195|67|93	1.16	255|255|255|82	1.12									
4123		1|1|1	1		f6_w_007	0		103|62|62|40	0.88	255|255|255|104	0.89	179|0|0|85	1.27									
4124		1|1|1	1		f6_w_007	0		255|116|255|37	1.34	255|255|255|29	1	255|210|240|82	1.28									
4201		1|1|1		0.5	m7_w_002	4	0.5	100|121|85|255	3.3	219|226|101|255	4.61	253|255|234|16	6.14									
4202		1|1|1		0.5	m7_w_002	4	0.5	255|245|250|255	3.4	56|103|213|255	6.39	234|242|255|16	7.38									
4203		1|1|1	1	0.6	m7_w_003	0	0.6	255|255|255|255	3.8	255|255|255|255	4.79	255|255|255|255	4.05									
4204		1|1|1		0.6	m7_w_003	4	0.6	255|222|136|255	3.24	123|94|94|255	11.96	172|100|100|255	9.98									
4205		1|1|1		0.6	m7_w_003	4	0.6	255|197|112|50	1.99	255|195|0|215	10.86	22|63|51|217	19.08									
4206		1|1|1		0.6	m7_w_003	4	0.6	255|250|97|214	3	193|214|255|215	15.6	74|91|255|227	11.5									
4207		1|1|1	1	0.1	m7_w_004	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4208		1|1|1		0.1	m7_w_004	4	0.1	59|59|59|78	5.73	210|150|23|206	0	191|118|26|139	0									
4209		1|1|1		0.1	m7_w_004	4	0.1	206|51|48|56	5.73	28|26|26|0	4.3	37|33|33|56	0									
4210		1|1|1		0.1	m7_w_004	4	0.1	184|255|104|31	5.73	181|255|197|211	0	34|86|71|109	0									
4211		1|1|1		0.1	m7_w_004	4	0.1	255|255|255|31	5.73	255|255|255|211	0	163|163|163|109	0									
4212		1|1|1	1	0.1	m7_w_005	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4213		1|1|1		0.5	m7_w_005	4	0.5	255|184|0|255	6.15	255|255|255|255	0	174|2|2|255	6.49									
4214		1|1|1		0.5	m7_w_005	4	0.5	255|211|29|255	6.36	255|255|255|255	0	61|255|167|255	3.7									
4215		1|1|1		0.5	m7_w_005	4	0.5	29|180|255|255	6.36	255|255|255|255	0	16|176|255|255	3.7									
4216		1|1|1	1	0.5	m7_w_006	0	0.5	202|241|238|210	3.15	223|255|252|255	3.71	255|255|255|255	0									
4217		1|1|1		0.5	m7_w_006	4	0.5	187|96|96|255	5.49	217|156|129|255	5.25	245|245|245|255	3.78									
4218		1|1|1		0.5	m7_w_006	4	0.5	243|255|254|193	3.52	255|235|151|209	3.55	85|121|71|255	3.75									
4219		1|1|1		0.5	m7_w_006	4	0.5	50|98|155|255	3.54	255|255|255|209	3.27	159|211|255|234	3.36									
4220		1|1|1		0.5	m7_w_006	4	0.5	255|255|255|255	1.36	20|123|133|209	5.07	74|74|74|234	2.53									
4221		1|1|1			m7_w_007	1		84|50|120|50	1.5	190|198|216|255	1.3	234|234|234|18	5									
4222		1|1|1			m7_w_007	1		17|54|148|56	1.5	173|176|181|255	1.36	178|216|255|177	1									
4223		1|1|1	1		m7_w_007	0		255|236|195|33	1.17	255|255|255|61	1	255|221|178|240	1									
4224		1|1|1			m7_w_007	1		247|253|255|11	1.24	255|234|179|169	1.71	241|241|241|10	5									
4301		1|1|1		0.1	f7_w_002	4	0.1	119|126|255|255	5.16	211|220|245|255	3.82	172|157|255|255	4.21									
4302		1|1|1		0.1	f7_w_002	4	0.1	236|236|236|255	4.24	253|187|70|255	3.74	255|227|155|255	4.07									
4303		1|1|1	1	0.5	f7_w_003	0	0.5	155|11|11|255	3.81	219|219|219|255	4.04	255|255|255|255	0									
4304		1|1|1		0.5	f7_w_003	4	0.5	16|161|113|255	3.85	254|255|236|255	3.54	255|212|99|255	5.6									
4305		1|1|1		0.5	f7_w_003	4	0.5	0|105|157|255	4.89	251|255|254|255	3.55	255|195|88|255	6.21									
4306		1|1|1		0.5	f7_w_003	4	0.5	255|110|239|255	3.49	234|229|251|255	3.64	223|248|255|255	4.92									
4307		1|1|1	1	0.1	f7_w_004	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
4308		1|1|1		0.01	f7_w_004	4	0.01	112|166|255|220	0	93|68|86|8	0	255|151|200|255	0									
4309		1|1|1		0.01	f7_w_004	4	0.01	243|146|185|94	0	255|71|135|0	0	255|151|200|255	0									
4310		1|1|1		0.01	f7_w_004	4	0.01	192|255|133|230	0	25|228|178|102	0	0|159|159|255	0									
4311		1|1|1		0.01	f7_w_004	4	0.01	255|255|255|249	0	255|255|255|18	0	255|255|255|255	0									
4312		1|1|1	1	0.1	f7_w_005	0	0.1	118|118|118|255	0	255|255|255|255	0	255|255|255|255	0									
4313		1|1|1		0.5	f7_w_005	4	0.5	37|238|256|255	6	255|219|181|255	4	255|172|172|255	4.38									
4314		1|1|1		0.5	f7_w_005	4	0.5	256|100|194|255	6.88	219|255|253|255	4.16	260|157|157|255	3.29									
4315		1|1|1		0.5	f7_w_005	4	0.5	251|252|255|255	6	155|205|255|255	4.16	255|255|255|255	0									
4316		1|1|1	1	0.1	f7_w_006	0	0.1	255|255|255|255	0	240|234|234|255	-0.68	255|255|255|255	0									
4317		1|1|1		0.01	f7_w_006	4	0.01	47|206|238|255	0	245|252|255|255	2.99	255|180|112|255	4.4									
4318		1|1|1		0.01	f7_w_006	4	0.01	189|255|37|255	3.44	252|253|249|255	3.16	255|228|140|255	4.19									
4319		1|1|1		0.01	f7_w_006	4	0.01	231|121|255|255	0	240|248|266|255	3.34	151|220|255|255	3.69									
4320		1|1|1	1	0.01	f7_w_006	0	0.01	251|213|55|255	0	255|220|157|255	3.56	161|255|243|255	4.21									
4321		1|1|1			f7_w_007	1		208|178|82|18	1.99	236|255|215|23	1.1	221|205|138|83	2.1									
4322		1|1|1	1		f7_w_007	0		179|255|208|42	1.14	240|255|245|34	1.14	74|165|116|40	1.84									
4323		1|1|1	1		f7_w_007	0		255|255|255|21	1.25	255|255|255|21	1.1	255|255|255|103	1									
4324		1|1|1			f7_w_007	1		241|90|131|42	2.47	255|250|249|18	1.11	241|113|148|40	2.72									
10001		1|1|1	1	0.1	m2_h009	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255										
10002		1|1|1	1	0.1	f2_s009	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255										
10003		1|1|1	1	0.1	f1_a009	0	0.1	247|247|247|255		255|255|255|255		255|255|255|255										
10004		1|1|1	1	0.1	m1_l009	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255										
10005		1|1|1	1	0.1	m3_s009_L	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		m3_s009_R	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10006		1|1|1	1	0.1	f3_d009_l	0	0.1	255|255|255|255		200|200|200|255		255|255|255|255		f3_d009_r	0	0.1	255|255|255|255		200|200|200|255		255|255|255|255	
10007		1|1|1																				
10008		1|1|1																				
10009		1|1|1	1	0.1	m5_a001_l	0	0.1	255|241|241|255		255|255|255|255		196|226|255|255		m5_a001_r	0	0.1	255|241|241|255		255|255|255|255		196|226|255|255	
10010		1|1|1	1	0.1	f5_s001_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s001_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10011		1|1|1	1	0.1	f5_s002_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s002_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10012		1|1|1	1	0.1	f5_s003_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s003_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10013		1|1|1	1	0.1	f5_s004_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s004_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10014		1|1|1	1	0.1	f5_s005_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s005_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10015		1|1|1	1	0.1	f5_s006_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s006_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10016		1|1|1	1	0.1	f5_s007_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s007_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10017		1|1|1	1	0.1	f5_s008_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s008_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10018		1|1|1	1	0.1	f5_s009_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s009_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10019		1|1|1	1	0.1	f5_s010_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s010_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10020		1|1|1	1	0.1	f5_s011_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		f5_s011_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10021		1|1|1	1	0.1	m5_a002_l	0	0.1	255|189|119|255		255|255|255|255		209|249|199|255		m5_a002_r	0	0.1	255|189|119|255		255|255|255|255		209|249|199|255	
10022		1|1|1	1	0.1	m5_a003_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		m5_a003_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10023		1|1|1	1	0.1	m5_a004_l	0	0.1	255|255|255|255		255|255|255|255		165|217|123|255		m5_a004_r	0	0.1	255|255|255|255		255|255|255|255		165|217|123|255	
10024		1|1|1		0.1	m5_a005_l	4	0.1	255|196|43|99		255|255|255|255		255|255|255|255		m5_a005_r	4	0.1	255|196|43|99		255|255|255|255		255|255|255|255	
10025		1|1|1		0.1	m5_a009_l	4	0.1	85|202|232|255		255|253|253|255		255|209|179|255		m5_a009_r	4	0.1	85|202|232|255		255|253|253|255		255|209|179|255	
10026		1|1|1		0.1	m5_a007_l	4	0.1	255|255|255|168		152|133|157|141		253|184|214|255		m5_a007_r	4	0.1	255|255|255|168		152|133|157|141		253|184|214|255	
10027		1|1|1	1	0.1	m5_a006_l	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255		m5_a006_r	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255	
10028		1|1|1		0.1	m5_a008_l	4	0.1	166|166|166|208		255|207|121|255		110|110|110|78		m5_a008_r	4	0.1	166|166|166|208		255|207|121|255		110|110|110|78	
