ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	Desc
1315		Player/Doodads/weapons/Prefabs/m1_l007.prefab		11315	逍遥枪4·偏色3
1316		Player/Doodads/weapons/Prefabs/m1_l006.prefab		11316	逍遥枪5·偏色1
1317		Player/Doodads/weapons/Prefabs/m1_l006.prefab		11317	逍遥枪5·偏色2
1318		Player/Doodads/weapons/Prefabs/m1_l006.prefab		11318	逍遥枪5·偏色3
1319		Player/Doodads/weapons/Prefabs/m1_l004.prefab		11319	逍遥枪6·偏色1
1320		Player/Doodads/weapons/Prefabs/m1_l004.prefab		11320	逍遥枪6·偏色2
1321		Player/Doodads/weapons/Prefabs/m1_l004.prefab		11321	逍遥枪6·偏色3
1322		Player/Doodads/weapons/Prefabs/m1_l008.prefab		11322	逍遥枪7·偏色1
1323		Player/Doodads/weapons/Prefabs/m1_l008.prefab		11323	逍遥枪7·偏色2
1324		Player/Doodads/weapons/Prefabs/m1_l008.prefab		11324	逍遥枪7·偏色3
1325		Player/Doodads/weapons/Prefabs/m1_l009.prefab		11325	逍遥枪8·偏色1
1326		Player/Doodads/weapons/Prefabs/m1_l009.prefab		11326	逍遥枪8·偏色2
1327		Player/Doodads/weapons/Prefabs/m1_l009.prefab		11327	逍遥枪8·偏色3
1328		Player/Doodads/weapons/Prefabs/m1_l010.prefab		11328	逍遥枪9·偏色1
1329		Player/Doodads/weapons/Prefabs/m1_l010.prefab		11329	逍遥枪9·偏色2
1330		Player/Doodads/weapons/Prefabs/m1_l010.prefab		11330	逍遥枪9·偏色3
1331		Player/Doodads/weapons/Prefabs/m1_l011.prefab		11331	逍遥枪10·偏色1
1332		Player/Doodads/weapons/Prefabs/m1_l011.prefab		11332	逍遥枪10·偏色2
1333		Player/Doodads/weapons/Prefabs/m1_l011.prefab		11333	逍遥枪10·偏色3
1334		Player/Doodads/weapons/Prefabs/m1_l012.prefab		11334	逍遥枪11·偏色1
1335		Player/Doodads/weapons/Prefabs/m1_l012.prefab		11335	逍遥枪11·偏色2
1336		Player/Doodads/weapons/Prefabs/m1_l012.prefab		11336	逍遥枪11·偏色3
1401	Player/Doodads/weapons/Prefabs/m3_s001_L.prefab	Player/Doodads/weapons/Prefabs/m3_s001_R.prefab	11401	11401	武当出生剑·偏色1
1402	Player/Doodads/weapons/Prefabs/m3_s001_L.prefab	Player/Doodads/weapons/Prefabs/m3_s001_R.prefab	11402	11402	武当出生剑·偏色2
1403	Player/Doodads/weapons/Prefabs/m3_s001_L.prefab	Player/Doodads/weapons/Prefabs/m3_s001_R.prefab	11403	11403	武当出生剑·偏色3
1404	Player/Doodads/weapons/Prefabs/m3_s006_L.prefab	Player/Doodads/weapons/Prefabs/m3_s006_R.prefab	11404	11404	武当剑1·偏色1
1405	Player/Doodads/weapons/Prefabs/m3_s006_L.prefab	Player/Doodads/weapons/Prefabs/m3_s006_R.prefab	11405	11405	武当剑1·偏色2
1406	Player/Doodads/weapons/Prefabs/m3_s006_L.prefab	Player/Doodads/weapons/Prefabs/m3_s006_R.prefab	11406	11406	武当剑1·偏色3
1407	Player/Doodads/weapons/Prefabs/m3_s007_L.prefab	Player/Doodads/weapons/Prefabs/m3_s007_R.prefab	11407	11407	武当剑2·偏色1
1408	Player/Doodads/weapons/Prefabs/m3_s007_L.prefab	Player/Doodads/weapons/Prefabs/m3_s007_R.prefab	11408	11408	武当剑2·偏色2
1409	Player/Doodads/weapons/Prefabs/m3_s007_L.prefab	Player/Doodads/weapons/Prefabs/m3_s007_R.prefab	11409	11409	武当剑2·偏色3
1410	Player/Doodads/weapons/Prefabs/m3_s003_L.prefab	Player/Doodads/weapons/Prefabs/m3_s003_R.prefab	11410	11410	武当剑3·偏色1
1411	Player/Doodads/weapons/Prefabs/m3_s003_L.prefab	Player/Doodads/weapons/Prefabs/m3_s003_R.prefab	11411	11411	武当剑3·偏色2
1412	Player/Doodads/weapons/Prefabs/m3_s003_L.prefab	Player/Doodads/weapons/Prefabs/m3_s003_R.prefab	11412	11412	武当剑3·偏色3
1413	Player/Doodads/weapons/Prefabs/m3_s004_L.prefab	Player/Doodads/weapons/Prefabs/m3_s004_R.prefab	11413	11413	武当剑4·偏色1
1414	Player/Doodads/weapons/Prefabs/m3_s004_L.prefab	Player/Doodads/weapons/Prefabs/m3_s004_R.prefab	11414	11414	武当剑4·偏色2
1415	Player/Doodads/weapons/Prefabs/m3_s004_L.prefab	Player/Doodads/weapons/Prefabs/m3_s004_R.prefab	11415	11415	武当剑4·偏色3
1416	Player/Doodads/weapons/Prefabs/m3_s005_L.prefab	Player/Doodads/weapons/Prefabs/m3_s005_R.prefab	11416	11416	武当剑5·偏色1
1417	Player/Doodads/weapons/Prefabs/m3_s005_L.prefab	Player/Doodads/weapons/Prefabs/m3_s005_R.prefab	11417	11417	武当剑5·偏色2
1418	Player/Doodads/weapons/Prefabs/m3_s005_L.prefab	Player/Doodads/weapons/Prefabs/m3_s005_R.prefab	11418	11418	武当剑5·偏色3
1419	Player/Doodads/weapons/Prefabs/m3_s002_L.prefab	Player/Doodads/weapons/Prefabs/m3_s002_R.prefab	11419	11419	武当剑6·偏色1
1420	Player/Doodads/weapons/Prefabs/m3_s002_L.prefab	Player/Doodads/weapons/Prefabs/m3_s002_R.prefab	11420	11420	武当剑6·偏色2
1421	Player/Doodads/weapons/Prefabs/m3_s002_L.prefab	Player/Doodads/weapons/Prefabs/m3_s002_R.prefab	11421	11421	武当剑6·偏色3
1422	Player/Doodads/weapons/Prefabs/m3_s008_L.prefab	Player/Doodads/weapons/Prefabs/m3_s008_R.prefab	11422	11422	武当剑7·偏色1
1423	Player/Doodads/weapons/Prefabs/m3_s008_L.prefab	Player/Doodads/weapons/Prefabs/m3_s008_R.prefab	11423	11423	武当剑7·偏色2
1424	Player/Doodads/weapons/Prefabs/m3_s008_L.prefab	Player/Doodads/weapons/Prefabs/m3_s008_R.prefab	11424	11424	武当剑7·偏色3
1425	Player/Doodads/weapons/Prefabs/m3_s009_L.prefab	Player/Doodads/weapons/Prefabs/m3_s009_R.prefab	11425	11425	武当剑8·偏色1
1426	Player/Doodads/weapons/Prefabs/m3_s009_L.prefab	Player/Doodads/weapons/Prefabs/m3_s009_R.prefab	11426	11426	武当剑8·偏色2
1427	Player/Doodads/weapons/Prefabs/m3_s009_L.prefab	Player/Doodads/weapons/Prefabs/m3_s009_R.prefab	11427	11427	武当剑8·偏色3
1428	Player/Doodads/weapons/Prefabs/m3_s010_L.prefab	Player/Doodads/weapons/Prefabs/m3_s010_R.prefab	11428	11428	武当剑9·偏色1
1429	Player/Doodads/weapons/Prefabs/m3_s010_L.prefab	Player/Doodads/weapons/Prefabs/m3_s010_R.prefab	11429	11429	武当剑9·偏色2
1430	Player/Doodads/weapons/Prefabs/m3_s010_L.prefab	Player/Doodads/weapons/Prefabs/m3_s010_R.prefab	11430	11430	武当剑9·偏色3
1431	Player/Doodads/weapons/Prefabs/m3_s011_L.prefab	Player/Doodads/weapons/Prefabs/m3_s011_R.prefab	11431	11431	武当剑10·偏色1
1432	Player/Doodads/weapons/Prefabs/m3_s011_L.prefab	Player/Doodads/weapons/Prefabs/m3_s011_R.prefab	11432	11432	武当剑10·偏色2
1433	Player/Doodads/weapons/Prefabs/m3_s011_L.prefab	Player/Doodads/weapons/Prefabs/m3_s011_R.prefab	11433	11433	武当剑10·偏色3
1434	Player/Doodads/weapons/Prefabs/m3_s012_L.prefab	Player/Doodads/weapons/Prefabs/m3_s012_R.prefab	11434	11434	武当剑11·偏色1
1435	Player/Doodads/weapons/Prefabs/m3_s012_L.prefab	Player/Doodads/weapons/Prefabs/m3_s012_R.prefab	11435	11435	武当剑11·偏色2
1436	Player/Doodads/weapons/Prefabs/m3_s012_L.prefab	Player/Doodads/weapons/Prefabs/m3_s012_R.prefab	11436	11436	武当剑11·偏色3
1501	Player/Doodads/weapons/Prefabs/f3_d001_l.prefab	Player/Doodads/weapons/Prefabs/f3_d001_r.prefab	11501	11501	天忍出生刺·偏色1
1502	Player/Doodads/weapons/Prefabs/f3_d001_l.prefab	Player/Doodads/weapons/Prefabs/f3_d001_r.prefab	11502	11502	天忍出生刺·偏色2
1503	Player/Doodads/weapons/Prefabs/f3_d001_l.prefab	Player/Doodads/weapons/Prefabs/f3_d001_r.prefab	11503	11503	天忍出生刺·偏色3
1504	Player/Doodads/weapons/Prefabs/f3_d004_l.prefab	Player/Doodads/weapons/Prefabs/f3_d004_r.prefab	11504	11504	天忍刺1·偏色1
1505	Player/Doodads/weapons/Prefabs/f3_d004_l.prefab	Player/Doodads/weapons/Prefabs/f3_d004_r.prefab	11505	11505	天忍刺1·偏色2
1506	Player/Doodads/weapons/Prefabs/f3_d004_l.prefab	Player/Doodads/weapons/Prefabs/f3_d004_r.prefab	11506	11506	天忍刺1·偏色3
1507	Player/Doodads/weapons/Prefabs/f3_d002_l.prefab	Player/Doodads/weapons/Prefabs/f3_d002_r.prefab	11507	11507	天忍刺2·偏色1
1508	Player/Doodads/weapons/Prefabs/f3_d002_l.prefab	Player/Doodads/weapons/Prefabs/f3_d002_r.prefab	11508	11508	天忍刺2·偏色2
1509	Player/Doodads/weapons/Prefabs/f3_d002_l.prefab	Player/Doodads/weapons/Prefabs/f3_d002_r.prefab	11509	11509	天忍刺2·偏色3
1510	Player/Doodads/weapons/Prefabs/f3_d006_l.prefab	Player/Doodads/weapons/Prefabs/f3_d006_r.prefab	11510	11510	天忍刺3·偏色1
1511	Player/Doodads/weapons/Prefabs/f3_d006_l.prefab	Player/Doodads/weapons/Prefabs/f3_d006_r.prefab	11511	11511	天忍刺3·偏色2
1512	Player/Doodads/weapons/Prefabs/f3_d006_l.prefab	Player/Doodads/weapons/Prefabs/f3_d006_r.prefab	11512	11512	天忍刺3·偏色3
1513	Player/Doodads/weapons/Prefabs/f3_d007_l.prefab	Player/Doodads/weapons/Prefabs/f3_d007_r.prefab	11513	11513	天忍刺4·偏色1
1514	Player/Doodads/weapons/Prefabs/f3_d007_l.prefab	Player/Doodads/weapons/Prefabs/f3_d007_r.prefab	11514	11514	天忍刺4·偏色2
1515	Player/Doodads/weapons/Prefabs/f3_d007_l.prefab	Player/Doodads/weapons/Prefabs/f3_d007_r.prefab	11515	11515	天忍刺4·偏色3
1516	Player/Doodads/weapons/Prefabs/f3_d005_l.prefab	Player/Doodads/weapons/Prefabs/f3_d005_r.prefab	11516	11516	天忍刺5·偏色1
1517	Player/Doodads/weapons/Prefabs/f3_d005_l.prefab	Player/Doodads/weapons/Prefabs/f3_d005_r.prefab	11517	11517	天忍刺5·偏色2
1518	Player/Doodads/weapons/Prefabs/f3_d005_l.prefab	Player/Doodads/weapons/Prefabs/f3_d005_r.prefab	11518	11518	天忍刺5·偏色3
1519	Player/Doodads/weapons/Prefabs/f3_d003_l.prefab	Player/Doodads/weapons/Prefabs/f3_d003_r.prefab	11519	11519	天忍刺6·偏色1
1520	Player/Doodads/weapons/Prefabs/f3_d003_l.prefab	Player/Doodads/weapons/Prefabs/f3_d003_r.prefab	11520	11520	天忍刺6·偏色2
1521	Player/Doodads/weapons/Prefabs/f3_d003_l.prefab	Player/Doodads/weapons/Prefabs/f3_d003_r.prefab	11521	11521	天忍刺6·偏色3
1522	Player/Doodads/weapons/Prefabs/f3_d008_l.prefab	Player/Doodads/weapons/Prefabs/f3_d008_r.prefab	11522	11522	天忍刺7·偏色1
1523	Player/Doodads/weapons/Prefabs/f3_d008_l.prefab	Player/Doodads/weapons/Prefabs/f3_d008_r.prefab	11523	11523	天忍刺7·偏色2
1524	Player/Doodads/weapons/Prefabs/f3_d008_l.prefab	Player/Doodads/weapons/Prefabs/f3_d008_r.prefab	11524	11524	天忍刺7·偏色3
1525	Player/Doodads/weapons/Prefabs/f3_d009_l.prefab	Player/Doodads/weapons/Prefabs/f3_d009_r.prefab	11525	11525	天忍刺8·偏色1
1526	Player/Doodads/weapons/Prefabs/f3_d009_l.prefab	Player/Doodads/weapons/Prefabs/f3_d009_r.prefab	11526	11526	天忍刺8·偏色2
1527	Player/Doodads/weapons/Prefabs/f3_d009_l.prefab	Player/Doodads/weapons/Prefabs/f3_d009_r.prefab	11527	11527	天忍刺8·偏色3
1528	Player/Doodads/weapons/Prefabs/f3_d010_l.prefab	Player/Doodads/weapons/Prefabs/f3_d010_r.prefab	11528	11528	天忍刺9·偏色1
1529	Player/Doodads/weapons/Prefabs/f3_d010_l.prefab	Player/Doodads/weapons/Prefabs/f3_d010_r.prefab	11529	11529	天忍刺9·偏色2
1530	Player/Doodads/weapons/Prefabs/f3_d010_l.prefab	Player/Doodads/weapons/Prefabs/f3_d010_r.prefab	11530	11530	天忍刺9·偏色3
1531	Player/Doodads/weapons/Prefabs/f3_d011_l.prefab	Player/Doodads/weapons/Prefabs/f3_d011_r.prefab	11531	11531	天忍刺10·偏色1
1532	Player/Doodads/weapons/Prefabs/f3_d011_l.prefab	Player/Doodads/weapons/Prefabs/f3_d011_r.prefab	11532	11532	天忍刺10·偏色2
1533	Player/Doodads/weapons/Prefabs/f3_d011_l.prefab	Player/Doodads/weapons/Prefabs/f3_d011_r.prefab	11533	11533	天忍刺10·偏色3
1534	Player/Doodads/weapons/Prefabs/f3_d012_l.prefab	Player/Doodads/weapons/Prefabs/f3_d012_r.prefab	11534	11534	天忍刺11·偏色1
1535	Player/Doodads/weapons/Prefabs/f3_d012_l.prefab	Player/Doodads/weapons/Prefabs/f3_d012_r.prefab	11535	11535	天忍刺11·偏色2
1536	Player/Doodads/weapons/Prefabs/f3_d012_l.prefab	Player/Doodads/weapons/Prefabs/f3_d012_r.prefab	11536	11536	天忍刺11·偏色3
1601		Player/Doodads/weapons/Prefabs/m4_w001.prefab		11601	少林出生棍·偏色1
1602		Player/Doodads/weapons/Prefabs/m4_w001.prefab		11602	少林出生棍·偏色2
1603		Player/Doodads/weapons/Prefabs/m4_w001.prefab		11603	少林出生棍·偏色3
1604		Player/Doodads/weapons/Prefabs/m4_w002.prefab		11604	少林棍1·偏色1
1605		Player/Doodads/weapons/Prefabs/m4_w002.prefab		11605	少林棍1·偏色2
1606		Player/Doodads/weapons/Prefabs/m4_w002.prefab		11606	少林棍1·偏色3
1607		Player/Doodads/weapons/Prefabs/m4_w003.prefab		11607	少林棍2·偏色1
1608		Player/Doodads/weapons/Prefabs/m4_w003.prefab		11608	少林棍2·偏色2
1609		Player/Doodads/weapons/Prefabs/m4_w003.prefab		11609	少林棍2·偏色3
1610		Player/Doodads/weapons/Prefabs/m4_w004.prefab		11610	少林棍3·偏色1
1611		Player/Doodads/weapons/Prefabs/m4_w004.prefab		11611	少林棍3·偏色2
1612		Player/Doodads/weapons/Prefabs/m4_w004.prefab		11612	少林棍3·偏色3
1613		Player/Doodads/weapons/Prefabs/m4_w005.prefab		11613	少林棍4·偏色1
1614		Player/Doodads/weapons/Prefabs/m4_w005.prefab		11614	少林棍4·偏色2
1615		Player/Doodads/weapons/Prefabs/m4_w005.prefab		11615	少林棍4·偏色3
1616		Player/Doodads/weapons/Prefabs/m4_w006.prefab		11616	少林棍5·偏色1
1617		Player/Doodads/weapons/Prefabs/m4_w006.prefab		11617	少林棍5·偏色2
1618		Player/Doodads/weapons/Prefabs/m4_w006.prefab		11618	少林棍5·偏色3
1619		Player/Doodads/weapons/Prefabs/m4_w007.prefab		11619	少林棍6·偏色1
1620		Player/Doodads/weapons/Prefabs/m4_w007.prefab		11620	少林棍6·偏色2
1621		Player/Doodads/weapons/Prefabs/m4_w007.prefab		11621	少林棍6·偏色3
1622		Player/Doodads/weapons/Prefabs/m4_w009.prefab		11622	少林棍7·偏色1
1623		Player/Doodads/weapons/Prefabs/m4_w009.prefab		11623	少林棍7·偏色2
1624		Player/Doodads/weapons/Prefabs/m4_w009.prefab		11624	少林棍7·偏色3
1625		Player/Doodads/weapons/Prefabs/m4_w008.prefab		11625	少林棍8·偏色1
1626		Player/Doodads/weapons/Prefabs/m4_w008.prefab		11626	少林棍8·偏色2
1627		Player/Doodads/weapons/Prefabs/m4_w008.prefab		11627	少林棍8·偏色3
1628		Player/Doodads/weapons/Prefabs/m4_w010.prefab		11628	少林棍9·偏色1
1629		Player/Doodads/weapons/Prefabs/m4_w010.prefab		11629	少林棍9·偏色2
1630		Player/Doodads/weapons/Prefabs/m4_w010.prefab		11630	少林棍9·偏色3
1631		Player/Doodads/weapons/Prefabs/m4_w011.prefab		11631	少林棍10·偏色1
1632		Player/Doodads/weapons/Prefabs/m4_w011.prefab		11632	少林棍10·偏色2
1633		Player/Doodads/weapons/Prefabs/m4_w011.prefab		11633	少林棍10·偏色3
1634		Player/Doodads/weapons/Prefabs/m4_w012.prefab		11634	少林棍11·偏色1
1635		Player/Doodads/weapons/Prefabs/m4_w012.prefab		11635	少林棍11·偏色2
1636		Player/Doodads/weapons/Prefabs/m4_w012.prefab		11636	少林棍11·偏色3
1701		Player/Doodads/weapons/Prefabs/f4_k001.prefab		11701	翠烟出生伞·偏色1
1702		Player/Doodads/weapons/Prefabs/f4_k001.prefab		11702	翠烟出生伞·偏色2
1703		Player/Doodads/weapons/Prefabs/f4_k001.prefab		11703	翠烟出生伞·偏色3
1704		Player/Doodads/weapons/Prefabs/f4_k005.prefab		11704	翠烟伞1·偏色1
1705		Player/Doodads/weapons/Prefabs/f4_k005.prefab		11705	翠烟伞1·偏色2
1706		Player/Doodads/weapons/Prefabs/f4_k005.prefab		11706	翠烟伞1·偏色3
1707		Player/Doodads/weapons/Prefabs/f4_k006.prefab		11707	翠烟伞2·偏色1
1708		Player/Doodads/weapons/Prefabs/f4_k006.prefab		11708	翠烟伞2·偏色2
1709		Player/Doodads/weapons/Prefabs/f4_k006.prefab		11709	翠烟伞2·偏色3
1710		Player/Doodads/weapons/Prefabs/f4_k002.prefab		11710	翠烟伞3·偏色1
1711		Player/Doodads/weapons/Prefabs/f4_k002.prefab		11711	翠烟伞3·偏色2
1712		Player/Doodads/weapons/Prefabs/f4_k002.prefab		11712	翠烟伞3·偏色3
1713		Player/Doodads/weapons/Prefabs/f4_k003.prefab		11713	翠烟伞4·偏色1
1714		Player/Doodads/weapons/Prefabs/f4_k003.prefab		11714	翠烟伞4·偏色2
1715		Player/Doodads/weapons/Prefabs/f4_k003.prefab		11715	翠烟伞4·偏色3
1716		Player/Doodads/weapons/Prefabs/f4_k004.prefab		11716	翠烟伞5·偏色1
1717		Player/Doodads/weapons/Prefabs/f4_k004.prefab		11717	翠烟伞5·偏色2
1718		Player/Doodads/weapons/Prefabs/f4_k004.prefab		11718	翠烟伞5·偏色3
1719		Player/Doodads/weapons/Prefabs/f4_k007.prefab		11719	翠烟伞6·偏色1
1720		Player/Doodads/weapons/Prefabs/f4_k007.prefab		11720	翠烟伞6·偏色2
1721		Player/Doodads/weapons/Prefabs/f4_k007.prefab		11721	翠烟伞6·偏色3
1722		Player/Doodads/weapons/Prefabs/f4_k008.prefab		11722	翠烟伞7·偏色1
1723		Player/Doodads/weapons/Prefabs/f4_k008.prefab		11723	翠烟伞7·偏色2
1724		Player/Doodads/weapons/Prefabs/f4_k008.prefab		11724	翠烟伞7·偏色3
1725		Player/Doodads/weapons/Prefabs/f4_k009.prefab		11725	翠烟伞8·偏色1
1726		Player/Doodads/weapons/Prefabs/f4_k009.prefab		11726	翠烟伞8·偏色2
1727		Player/Doodads/weapons/Prefabs/f4_k009.prefab		11727	翠烟伞8·偏色3
1728		Player/Doodads/weapons/Prefabs/f4_k010.prefab		11728	翠烟伞9·偏色1
1729		Player/Doodads/weapons/Prefabs/f4_k010.prefab		11729	翠烟伞9·偏色2
1730		Player/Doodads/weapons/Prefabs/f4_k010.prefab		11730	翠烟伞9·偏色3
1731		Player/Doodads/weapons/Prefabs/f4_k011.prefab		11731	翠烟伞10·偏色1
1732		Player/Doodads/weapons/Prefabs/f4_k011.prefab		11732	翠烟伞10·偏色2
1733		Player/Doodads/weapons/Prefabs/f4_k011.prefab		11733	翠烟伞10·偏色3
1734		Player/Doodads/weapons/Prefabs/f4_k012.prefab		11734	翠烟伞11·偏色1
1735		Player/Doodads/weapons/Prefabs/f4_k012.prefab		11735	翠烟伞11·偏色2
1736		Player/Doodads/weapons/Prefabs/f4_k012.prefab		11736	翠烟伞11·偏色3
1801	Player/Doodads/weapons/Prefabs/m5_a001_l.prefab	Player/Doodads/weapons/Prefabs/m5_a001_r.prefab	11801	11801	唐门出生弩·偏色1
1802	Player/Doodads/weapons/Prefabs/m5_a001_l.prefab	Player/Doodads/weapons/Prefabs/m5_a001_r.prefab	11802	11802	唐门出生弩·偏色2
1803	Player/Doodads/weapons/Prefabs/m5_a001_l.prefab	Player/Doodads/weapons/Prefabs/m5_a001_r.prefab	11803	11803	唐门出生弩·偏色3
1804	Player/Doodads/weapons/Prefabs/m5_a002_l.prefab	Player/Doodads/weapons/Prefabs/m5_a002_r.prefab	11804	11804	唐门弩1·偏色1
1805	Player/Doodads/weapons/Prefabs/m5_a002_l.prefab	Player/Doodads/weapons/Prefabs/m5_a002_r.prefab	11805	11805	唐门弩1·偏色2
1806	Player/Doodads/weapons/Prefabs/m5_a002_l.prefab	Player/Doodads/weapons/Prefabs/m5_a002_r.prefab	11806	11806	唐门弩1·偏色3
1807	Player/Doodads/weapons/Prefabs/m5_a003_l.prefab	Player/Doodads/weapons/Prefabs/m5_a003_r.prefab	11807	11807	唐门弩2·偏色1
1808	Player/Doodads/weapons/Prefabs/m5_a003_l.prefab	Player/Doodads/weapons/Prefabs/m5_a003_r.prefab	11808	11808	唐门弩2·偏色2
1809	Player/Doodads/weapons/Prefabs/m5_a003_l.prefab	Player/Doodads/weapons/Prefabs/m5_a003_r.prefab	11809	11809	唐门弩2·偏色3
1810	Player/Doodads/weapons/Prefabs/m5_a004_l.prefab	Player/Doodads/weapons/Prefabs/m5_a004_r.prefab	11810	11810	唐门弩3·偏色1
1811	Player/Doodads/weapons/Prefabs/m5_a004_l.prefab	Player/Doodads/weapons/Prefabs/m5_a004_r.prefab	11811	11811	唐门弩3·偏色2
1812	Player/Doodads/weapons/Prefabs/m5_a004_l.prefab	Player/Doodads/weapons/Prefabs/m5_a004_r.prefab	11812	11812	唐门弩3·偏色3
1813	Player/Doodads/weapons/Prefabs/m5_a005_l.prefab	Player/Doodads/weapons/Prefabs/m5_a005_r.prefab	11813	11813	唐门弩4·偏色1
1814	Player/Doodads/weapons/Prefabs/m5_a005_l.prefab	Player/Doodads/weapons/Prefabs/m5_a005_r.prefab	11814	11814	唐门弩4·偏色2
1815	Player/Doodads/weapons/Prefabs/m5_a005_l.prefab	Player/Doodads/weapons/Prefabs/m5_a005_r.prefab	11815	11815	唐门弩4·偏色3
1816	Player/Doodads/weapons/Prefabs/m5_a009_l.prefab	Player/Doodads/weapons/Prefabs/m5_a009_r.prefab	11816	11816	唐门弩5·偏色1
1817	Player/Doodads/weapons/Prefabs/m5_a009_l.prefab	Player/Doodads/weapons/Prefabs/m5_a009_r.prefab	11817	11817	唐门弩5·偏色2
1818	Player/Doodads/weapons/Prefabs/m5_a009_l.prefab	Player/Doodads/weapons/Prefabs/m5_a009_r.prefab	11818	11818	唐门弩5·偏色3
1819	Player/Doodads/weapons/Prefabs/m5_a007_l.prefab	Player/Doodads/weapons/Prefabs/m5_a007_r.prefab	11819	11819	唐门弩6·偏色1
1820	Player/Doodads/weapons/Prefabs/m5_a007_l.prefab	Player/Doodads/weapons/Prefabs/m5_a007_r.prefab	11820	11820	唐门弩6·偏色2
1821	Player/Doodads/weapons/Prefabs/m5_a007_l.prefab	Player/Doodads/weapons/Prefabs/m5_a007_r.prefab	11821	11821	唐门弩6·偏色3
1822	Player/Doodads/weapons/Prefabs/m5_a006_l.prefab	Player/Doodads/weapons/Prefabs/m5_a006_r.prefab	11822	11822	唐门弩7·偏色1
1823	Player/Doodads/weapons/Prefabs/m5_a006_l.prefab	Player/Doodads/weapons/Prefabs/m5_a006_r.prefab	11823	11823	唐门弩7·偏色2
1824	Player/Doodads/weapons/Prefabs/m5_a006_l.prefab	Player/Doodads/weapons/Prefabs/m5_a006_r.prefab	11824	11824	唐门弩7·偏色3
1825	Player/Doodads/weapons/Prefabs/m5_a008_l.prefab	Player/Doodads/weapons/Prefabs/m5_a008_r.prefab	11825	11825	唐门弩8·偏色1
1826	Player/Doodads/weapons/Prefabs/m5_a008_l.prefab	Player/Doodads/weapons/Prefabs/m5_a008_r.prefab	11826	11826	唐门弩8·偏色2
1827	Player/Doodads/weapons/Prefabs/m5_a008_l.prefab	Player/Doodads/weapons/Prefabs/m5_a008_r.prefab	11827	11827	唐门弩8·偏色3
1828	Player/Doodads/weapons/Prefabs/m5_a010_l.prefab	Player/Doodads/weapons/Prefabs/m5_a010_r.prefab	11828	11828	唐门弩9·偏色1
1829	Player/Doodads/weapons/Prefabs/m5_a010_l.prefab	Player/Doodads/weapons/Prefabs/m5_a010_r.prefab	11829	11829	唐门弩9·偏色2
1830	Player/Doodads/weapons/Prefabs/m5_a010_l.prefab	Player/Doodads/weapons/Prefabs/m5_a010_r.prefab	11830	11830	唐门弩9·偏色3
1831	Player/Doodads/weapons/Prefabs/m5_a011_l.prefab	Player/Doodads/weapons/Prefabs/m5_a011_r.prefab	11831	11831	唐门弩10·偏色1
1832	Player/Doodads/weapons/Prefabs/m5_a011_l.prefab	Player/Doodads/weapons/Prefabs/m5_a011_r.prefab	11832	11832	唐门弩10·偏色2
1833	Player/Doodads/weapons/Prefabs/m5_a011_l.prefab	Player/Doodads/weapons/Prefabs/m5_a011_r.prefab	11833	11833	唐门弩10·偏色3
1834	Player/Doodads/weapons/Prefabs/m5_a012_l.prefab	Player/Doodads/weapons/Prefabs/m5_a012_r.prefab	11834	11834	唐门弩11·偏色1
1835	Player/Doodads/weapons/Prefabs/m5_a012_l.prefab	Player/Doodads/weapons/Prefabs/m5_a012_r.prefab	11835	11835	唐门弩11·偏色2
1836	Player/Doodads/weapons/Prefabs/m5_a012_l.prefab	Player/Doodads/weapons/Prefabs/m5_a012_r.prefab	11836	11836	唐门弩11·偏色3
1901	Player/Doodads/weapons/Prefabs/f5_s001_l.prefab	Player/Doodads/weapons/Prefabs/f5_s001_r.prefab	11901	11901	昆仑出生剑·偏色1
1902	Player/Doodads/weapons/Prefabs/f5_s001_l.prefab	Player/Doodads/weapons/Prefabs/f5_s001_r.prefab	11902	11902	昆仑出生剑·偏色2
1903	Player/Doodads/weapons/Prefabs/f5_s001_l.prefab	Player/Doodads/weapons/Prefabs/f5_s001_r.prefab	11903	11903	昆仑出生剑·偏色3
1904	Player/Doodads/weapons/Prefabs/f5_s002_l.prefab	Player/Doodads/weapons/Prefabs/f5_s002_r.prefab	11904	11904	昆仑剑1·偏色1
1905	Player/Doodads/weapons/Prefabs/f5_s002_l.prefab	Player/Doodads/weapons/Prefabs/f5_s002_r.prefab	11905	11905	昆仑剑1·偏色2
1906	Player/Doodads/weapons/Prefabs/f5_s002_l.prefab	Player/Doodads/weapons/Prefabs/f5_s002_r.prefab	11906	11906	昆仑剑1·偏色3
1907	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	11907	11907	昆仑剑2·偏色1
1908	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	11908	11908	昆仑剑2·偏色2
1909	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	11909	11909	昆仑剑2·偏色3
1910	Player/Doodads/weapons/Prefabs/f5_s004_l.prefab	Player/Doodads/weapons/Prefabs/f5_s004_r.prefab	11910	11910	昆仑剑3·偏色1
