ChangeId	Desc	Part	ConsumeCount	ColorItem1	ColorItem2	ColorItem3	ColorItem4	ColorItem5	ColorItem6	ColorItem7	ColorItem8	NameFacion1	NameFacion2	NameFacion3	NameFacion4	NameFacion5	NameFacion6	NameFacion7	NameFacion8	NameFacion9	NameFacion10	NameFacion11	NameFacion12	NameFacion13	NameFacion14
3007	少林武器外裝T1	1	10	4401	4402	4403	4404					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3008	翠煙武器外裝T1	1	10	4405	4406	4407	4408					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3009	唐門武器外裝T1	1	10	4409	4410	4411	4412					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3010	昆侖武器外裝T1	1	10	4413	4414	4415	4416					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3011	丐幫武器外裝T1	1	10	4417	4418	4419	4420					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3012	五毒武器外裝T1	1	10	4421	4422	4423	4424					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3013	藏劍武器外裝T1	1	10	5351	5352	5353	5354					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3014	長歌武器外裝T1	1	10	5355	5356	5357	5358					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
4001	武器T1	1	4	3249	3185	3186	3187					1階：<八棱錘>系列	1階：<清風劍>系列	1階：<破甲弓>系列	1階：<紅纓槍>系列	1階：<松紋劍>系列	1階：<相柳牙>系列	1階：<齊眉棍>系列	1階：<寒梅吟雪>系列	1階：<赤蛟弩>系列	1階：<太嶽挽花>系列	1階：<碧玉杖>系列	1階：<縛絲繭>系列	1階：<問秋劍>系列	1階：<華荷媚>系列
4002	武器T2	1	4	3250	3188	3189	3190					2階：<五星錘>系列	2階：<白玉劍>系列	2階：<飛鴻弓>系列	2階：<點鋼槍>系列	2階：<乘風劍>系列	2階：<誅心劍>系列	2階：<四平棍>系列	2階：<岸芷汀蘭>系列	2階：<翦雲弩>系列	2階：<金鯉躍雲>系列	2階：<蓮花落>系列	2階：<紺藍雨>系列	2階：<迫雲劍>系列	2階：<泛蘭舟>系列
4003	武器T3	1	4	3251	3191	3192	3193					3階：<亮銀錘>系列	3階：<萬仞劍>系列	3階：<穿楊弓>系列	3階：<環子槍>系列	3階：<流雲劍>系列	3階：<煉獄匕>系列	3階：<盤花棍>系列	3階：<枯枝連理>系列	3階：<青磷弩>系列	3階：<訴雪凝香>系列	3階：<纏金棒>系列	3階：<兩心知>系列	3階：<致情劍>系列	3階：<海棠花>系列
4004	武器T4	1	4	3252	3194	3195	3196					4階：<霹靂錘>系列	4階：<青峰劍>系列	4階：<李廣弓>系列	4階：<金鉤槍>系列	4階：<玄武劍>系列	4階：<幽影刃>系列	4階：<分水棍>系列	4階：<搖光懸星>系列	4階：<天羅弩>系列	4階：<飛鶴銜枝>系列	4階：<黑煞棒>系列	4階：<蝶幻花>系列	4階：<落月劍>系列	4階：<玉竹斬>系列
4005	武器T5	1	4	3253	3197	3198	3199					5階：<狼牙錘>系列	5階：<赤宵劍>系列	5階：<透骨弓>系列	5階：<豹尾槍>系列	5階：<龍淵劍>系列	5階：<離魂劍>系列	5階：<虎尾棍>系列	5階：<晚秋悲畫>系列	5階：<鬼武弩>系列	5階：<耀陽玉虛>系列	5階：<紫蘆棍>系列	5階：<金枝繞>系列	5階：<天祭劍>系列	5階：<翠羽吟>系列
4006	武器T6	1	4	3254	3200	3201	3202					6階：<裂心錘>系列	6階：<青霜劍>系列	6階：<誅心弓>系列	6階：<火尖槍>系列	6階：<太虛劍>系列	6階：<閻王匕>系列	6階：<紫金棍>系列	6階：<暗香映月>系列	6階：<含沙射影>系列	6階：<金縷鐵梨>系列	6階：<青龍棍>系列	6階：<瑤花慢>系列	6階：<蒼雲劍>系列	6階：<紫萸香>系列
4007	武器T7	1	4	3255	3203	3204	3205					7階：<金瓜錘>系列	7階：<玄鐵劍>系列	7階：<墜星弓>系列	7階：<透骨槍>系列	7階：<七星劍>系列	7階：<魚腸劍>系列	7階：<普度棍>系列	7階：<杜鵑啼血>系列	7階：<七骨弩>系列	7階：<蒼墨無鋒>系列	7階：<火龍探珠>系列	7階：<霰天霜>系列	7階：<流風劍>系列	7階：<雨霖鈴>系列
4008	武器T8	1	4	3256	3206	3207	3208					8階：<孽龍錘>系列	8階：<倚天劍>系列	8階：<弑月弓>系列	8階：<驚雷槍>系列	8階：<白虹劍>系列	8階：<圖窮匕>系列	8階：<攪海棍>系列	8階：<笙歌流光>系列	8階：<天外飛仙>系列	8階：<銀月飛燕>系列	8階：<赤龍柱>系列	8階：<多情環>系列	8階：<殘雪劍>系列	8階：<金縷歌>系列
4009	武器T9	1	4	3257	3209	3210	3211					9階：<破天錘>系列	9階：<憐花劍>系列	9階：<後羿弓>系列	9階：<破天戟>系列	9階：<碧血劍>系列	9階：<斷嶽匕>系列	9階：<盤龍棍>系列	9階：<霜翎銜花>系列	9階：<蝕骨弩>系列	9階：<鸞歌鳳舞>系列	9階：<金龍驚天>系列	9階：<離別鉤>系列	9階：<正陽劍>系列	9階：<浣溪沙>系列
4010	武器T10	1	4	3258	3212	3213	3214					10階：<混元錘>系列	10階：<破月劍>系列	10階：<龍舌弓>系列	10階：<天龍戟>系列	10階：<天樞劍>系列	10階：<血魄刃>系列	10階：<降魔棍>系列	10階：<紅粉露凝>系列	10階：<追星弩>系列	10階：<碎玉斷金>系列	10階：<亢龍有悔>系列	10階：<相思引>系列	10階：<碎星劍>系列	10階：<青玉案>系列
4011	武器T11	1	4	5311	5312	5313	5314					11階：<撼地錘>系列	11階：<凝雪劍>系列	11階：<神木弓>系列	11階：<霸王槍>系列	11階：<玄霄劍>系列	11階：<斷離匕>系列	11階：<金蓮棍>系列	11階：<鳳舞璿璣>系列	11階：<穿雲弩>系列	11階：<天珠流光>系列	11階：<黑魔杖>系列	11階：<飲月枝>系列	11階：<禦神劍>系列	11階：<如夢令>系列
201	寒霜	3		4047								坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜
202	寒霜倩影	3		4048								坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影
203	小黑	3		4049								坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑
204	寒霜（限時30天）	3		4735								坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜	坐騎：寒霜
205	寒霜倩影（限時30天）	3		4736								坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影	坐騎：寒霜倩影
206	小黑（限時30天）	3		4737								坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑	坐騎：小黑
207	紫幽靈鹿（限時1年）	3		4865								坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿	坐騎：紫幽靈鹿
208	雲魅靈鹿（限時1年）	3		4866								坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿	坐騎：雲魅靈鹿
209	星芒·雲魅靈鹿（限時1年）	3		4868								坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿	坐騎：星芒·雲魅靈鹿
