GroupId	SaveId	Desc	Level	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3
1032		督脉穴位主角属性9	12	defense_v	232																		
1032		督脉穴位主角属性9	13	defense_v	248																		
1032		督脉穴位主角属性9	14	defense_v	264																		
1032		督脉穴位主角属性9	15	defense_v	280																		
1032		督脉穴位主角属性9	16	defense_v	296																		
1032		督脉穴位主角属性9	17	defense_v	312																		
1032		督脉穴位主角属性9	18	defense_v	328																		
1032		督脉穴位主角属性9	19	defense_v	344																		
1032		督脉穴位主角属性9	20	defense_v	360																		
1033		督脉穴位主角属性10	1	basic_damage_v	30		30																
1033		督脉穴位主角属性10	2	basic_damage_v	45		45																
1033		督脉穴位主角属性10	3	basic_damage_v	60		60																
1033		督脉穴位主角属性10	4	basic_damage_v	75		75																
1033		督脉穴位主角属性10	5	basic_damage_v	90		90																
1033		督脉穴位主角属性10	6	basic_damage_v	105		105																
1033		督脉穴位主角属性10	7	basic_damage_v	120		120																
1033		督脉穴位主角属性10	8	basic_damage_v	135		135																
1033		督脉穴位主角属性10	9	basic_damage_v	150		150																
1033		督脉穴位主角属性10	10	basic_damage_v	165		165																
1033		督脉穴位主角属性10	11	basic_damage_v	180		180																
1033		督脉穴位主角属性10	12	basic_damage_v	194		194																
1033		督脉穴位主角属性10	13	basic_damage_v	208		208																
1033		督脉穴位主角属性10	14	basic_damage_v	222		222																
1033		督脉穴位主角属性10	15	basic_damage_v	236		236																
1033		督脉穴位主角属性10	16	basic_damage_v	249		249																
1033		督脉穴位主角属性10	17	basic_damage_v	262		262																
1033		督脉穴位主角属性10	18	basic_damage_v	275		275																
1033		督脉穴位主角属性10	19	basic_damage_v	288		288																
1033		督脉穴位主角属性10	20	basic_damage_v	300		300																
1034		督脉穴位主角属性11	1	lifemax_v	400																		
1034		督脉穴位主角属性11	2	lifemax_v	830																		
1034		督脉穴位主角属性11	3	lifemax_v	1260																		
1034		督脉穴位主角属性11	4	lifemax_v	1690																		
1034		督脉穴位主角属性11	5	lifemax_v	2120																		
1034		督脉穴位主角属性11	6	lifemax_v	2550																		
1034		督脉穴位主角属性11	7	lifemax_v	2980																		
1034		督脉穴位主角属性11	8	lifemax_v	3410																		
1034		督脉穴位主角属性11	9	lifemax_v	3840																		
1034		督脉穴位主角属性11	10	lifemax_v	4270																		
1034		督脉穴位主角属性11	11	lifemax_v	4700																		
1034		督脉穴位主角属性11	12	lifemax_v	5130																		
1034		督脉穴位主角属性11	13	lifemax_v	5560																		
1034		督脉穴位主角属性11	14	lifemax_v	5990																		
1034		督脉穴位主角属性11	15	lifemax_v	6420																		
1034		督脉穴位主角属性11	16	lifemax_v	6838																		
1034		督脉穴位主角属性11	17	lifemax_v	7256																		
1034		督脉穴位主角属性11	18	lifemax_v	7674																		
1034		督脉穴位主角属性11	19	lifemax_v	8092																		
1034		督脉穴位主角属性11	20	lifemax_v	8500																		
1035		督脉穴位同伴属性1	1	ignore_metal_resist_v	100	30																	
1035		督脉穴位同伴属性1	2	ignore_metal_resist_v	100	41																	
1035		督脉穴位同伴属性1	3	ignore_metal_resist_v	100	52																	
1035		督脉穴位同伴属性1	4	ignore_metal_resist_v	100	63																	
1035		督脉穴位同伴属性1	5	ignore_metal_resist_v	100	74																	
1035		督脉穴位同伴属性1	6	ignore_metal_resist_v	100	85																	
1035		督脉穴位同伴属性1	7	ignore_metal_resist_v	100	96																	
1035		督脉穴位同伴属性1	8	ignore_metal_resist_v	100	107																	
1035		督脉穴位同伴属性1	9	ignore_metal_resist_v	100	118																	
1035		督脉穴位同伴属性1	10	ignore_metal_resist_v	100	129																	
1035		督脉穴位同伴属性1	11	ignore_metal_resist_v	100	139																	
1035		督脉穴位同伴属性1	12	ignore_metal_resist_v	100	149																	
1035		督脉穴位同伴属性1	13	ignore_metal_resist_v	100	159																	
1035		督脉穴位同伴属性1	14	ignore_metal_resist_v	100	169																	
1035		督脉穴位同伴属性1	15	ignore_metal_resist_v	100	179																	
1035		督脉穴位同伴属性1	16	ignore_metal_resist_v	100	189																	
1035		督脉穴位同伴属性1	17	ignore_metal_resist_v	100	198																	
1035		督脉穴位同伴属性1	18	ignore_metal_resist_v	100	207																	
1035		督脉穴位同伴属性1	19	ignore_metal_resist_v	100	216																	
1035		督脉穴位同伴属性1	20	ignore_metal_resist_v	100	225																	
1036		督脉穴位同伴属性2	1	ignore_wood_resist_v	100	30																	
1036		督脉穴位同伴属性2	2	ignore_wood_resist_v	100	41																	
1036		督脉穴位同伴属性2	3	ignore_wood_resist_v	100	52																	
1036		督脉穴位同伴属性2	4	ignore_wood_resist_v	100	63																	
1036		督脉穴位同伴属性2	5	ignore_wood_resist_v	100	74																	
1036		督脉穴位同伴属性2	6	ignore_wood_resist_v	100	85																	
1036		督脉穴位同伴属性2	7	ignore_wood_resist_v	100	96																	
1036		督脉穴位同伴属性2	8	ignore_wood_resist_v	100	107																	
1036		督脉穴位同伴属性2	9	ignore_wood_resist_v	100	118																	
1036		督脉穴位同伴属性2	10	ignore_wood_resist_v	100	129																	
1036		督脉穴位同伴属性2	11	ignore_wood_resist_v	100	139																	
1036		督脉穴位同伴属性2	12	ignore_wood_resist_v	100	149																	
1036		督脉穴位同伴属性2	13	ignore_wood_resist_v	100	159																	
1036		督脉穴位同伴属性2	14	ignore_wood_resist_v	100	169																	
1036		督脉穴位同伴属性2	15	ignore_wood_resist_v	100	179																	
1036		督脉穴位同伴属性2	16	ignore_wood_resist_v	100	189																	
1036		督脉穴位同伴属性2	17	ignore_wood_resist_v	100	198																	
1036		督脉穴位同伴属性2	18	ignore_wood_resist_v	100	207																	
1036		督脉穴位同伴属性2	19	ignore_wood_resist_v	100	216																	
1036		督脉穴位同伴属性2	20	ignore_wood_resist_v	100	225																	
1037		督脉穴位同伴属性3	1	ignore_water_resist_v	100	30																	
1037		督脉穴位同伴属性3	2	ignore_water_resist_v	100	41																	
1037		督脉穴位同伴属性3	3	ignore_water_resist_v	100	52																	
1037		督脉穴位同伴属性3	4	ignore_water_resist_v	100	63																	
1037		督脉穴位同伴属性3	5	ignore_water_resist_v	100	74																	
1037		督脉穴位同伴属性3	6	ignore_water_resist_v	100	85																	
1037		督脉穴位同伴属性3	7	ignore_water_resist_v	100	96																	
1037		督脉穴位同伴属性3	8	ignore_water_resist_v	100	107																	
1037		督脉穴位同伴属性3	9	ignore_water_resist_v	100	118																	
1037		督脉穴位同伴属性3	10	ignore_water_resist_v	100	129																	
1037		督脉穴位同伴属性3	11	ignore_water_resist_v	100	139																	
1037		督脉穴位同伴属性3	12	ignore_water_resist_v	100	149																	
1037		督脉穴位同伴属性3	13	ignore_water_resist_v	100	159																	
1037		督脉穴位同伴属性3	14	ignore_water_resist_v	100	169																	
1037		督脉穴位同伴属性3	15	ignore_water_resist_v	100	179																	
1037		督脉穴位同伴属性3	16	ignore_water_resist_v	100	189																	
1037		督脉穴位同伴属性3	17	ignore_water_resist_v	100	198																	
1037		督脉穴位同伴属性3	18	ignore_water_resist_v	100	207																	
1037		督脉穴位同伴属性3	19	ignore_water_resist_v	100	216																	
1037		督脉穴位同伴属性3	20	ignore_water_resist_v	100	225																	
1038		督脉穴位同伴属性4	1	ignore_fire_resist_v	100	30																	
1038		督脉穴位同伴属性4	2	ignore_fire_resist_v	100	41																	
1038		督脉穴位同伴属性4	3	ignore_fire_resist_v	100	52																	
1038		督脉穴位同伴属性4	4	ignore_fire_resist_v	100	63																	
1038		督脉穴位同伴属性4	5	ignore_fire_resist_v	100	74																	
1038		督脉穴位同伴属性4	6	ignore_fire_resist_v	100	85																	
1038		督脉穴位同伴属性4	7	ignore_fire_resist_v	100	96																	
1038		督脉穴位同伴属性4	8	ignore_fire_resist_v	100	107																	
1038		督脉穴位同伴属性4	9	ignore_fire_resist_v	100	118																	
1038		督脉穴位同伴属性4	10	ignore_fire_resist_v	100	129																	
1038		督脉穴位同伴属性4	11	ignore_fire_resist_v	100	139																	
1038		督脉穴位同伴属性4	12	ignore_fire_resist_v	100	149																	
1038		督脉穴位同伴属性4	13	ignore_fire_resist_v	100	159																	
1038		督脉穴位同伴属性4	14	ignore_fire_resist_v	100	169																	
1038		督脉穴位同伴属性4	15	ignore_fire_resist_v	100	179																	
1038		督脉穴位同伴属性4	16	ignore_fire_resist_v	100	189																	
1038		督脉穴位同伴属性4	17	ignore_fire_resist_v	100	198																	
1038		督脉穴位同伴属性4	18	ignore_fire_resist_v	100	207																	
1038		督脉穴位同伴属性4	19	ignore_fire_resist_v	100	216																	
1038		督脉穴位同伴属性4	20	ignore_fire_resist_v	100	225																	
1039		督脉穴位同伴属性5	1	ignore_earth_resist_v	100	30																	
1039		督脉穴位同伴属性5	2	ignore_earth_resist_v	100	41																	
1039		督脉穴位同伴属性5	3	ignore_earth_resist_v	100	52																	
1039		督脉穴位同伴属性5	4	ignore_earth_resist_v	100	63																	
1039		督脉穴位同伴属性5	5	ignore_earth_resist_v	100	74																	
1039		督脉穴位同伴属性5	6	ignore_earth_resist_v	100	85																	
1039		督脉穴位同伴属性5	7	ignore_earth_resist_v	100	96																	
1039		督脉穴位同伴属性5	8	ignore_earth_resist_v	100	107																	
1039		督脉穴位同伴属性5	9	ignore_earth_resist_v	100	118																	
1039		督脉穴位同伴属性5	10	ignore_earth_resist_v	100	129																	
1039		督脉穴位同伴属性5	11	ignore_earth_resist_v	100	139																	
1039		督脉穴位同伴属性5	12	ignore_earth_resist_v	100	149																	
1039		督脉穴位同伴属性5	13	ignore_earth_resist_v	100	159																	
1039		督脉穴位同伴属性5	14	ignore_earth_resist_v	100	169																	
1039		督脉穴位同伴属性5	15	ignore_earth_resist_v	100	179																	
1039		督脉穴位同伴属性5	16	ignore_earth_resist_v	100	189																	
1039		督脉穴位同伴属性5	17	ignore_earth_resist_v	100	198																	
1039		督脉穴位同伴属性5	18	ignore_earth_resist_v	100	207																	
1039		督脉穴位同伴属性5	19	ignore_earth_resist_v	100	216																	
1039		督脉穴位同伴属性5	20	ignore_earth_resist_v	100	225																	
1040		督脉穴位同伴属性6	1	basic_damage_v	38		38																
1040		督脉穴位同伴属性6	2	basic_damage_v	57		57																
1040		督脉穴位同伴属性6	3	basic_damage_v	76		76																
1040		督脉穴位同伴属性6	4	basic_damage_v	95		95																
1040		督脉穴位同伴属性6	5	basic_damage_v	114		114																
1040		督脉穴位同伴属性6	6	basic_damage_v	133		133																
1040		督脉穴位同伴属性6	7	basic_damage_v	152		152																
1040		督脉穴位同伴属性6	8	basic_damage_v	171		171																
1040		督脉穴位同伴属性6	9	basic_damage_v	190		190																
1040		督脉穴位同伴属性6	10	basic_damage_v	209		209																
1040		督脉穴位同伴属性6	11	basic_damage_v	228		228																
1040		督脉穴位同伴属性6	12	basic_damage_v	246		246																
1040		督脉穴位同伴属性6	13	basic_damage_v	264		264																
1040		督脉穴位同伴属性6	14	basic_damage_v	282		282																
1040		督脉穴位同伴属性6	15	basic_damage_v	300		300																
1040		督脉穴位同伴属性6	16	basic_damage_v	318		318																
1040		督脉穴位同伴属性6	17	basic_damage_v	336		336																
1040		督脉穴位同伴属性6	18	basic_damage_v	354		354																
1040		督脉穴位同伴属性6	19	basic_damage_v	372		372																
1040		督脉穴位同伴属性6	20	basic_damage_v	390		390																
1041		督脉穴位同伴属性7	1	lifemax_v	225																		
1041		督脉穴位同伴属性7	2	lifemax_v	687																		
1041		督脉穴位同伴属性7	3	lifemax_v	1149																		
1041		督脉穴位同伴属性7	4	lifemax_v	1611																		
1041		督脉穴位同伴属性7	5	lifemax_v	2073																		
1041		督脉穴位同伴属性7	6	lifemax_v	2535																		
1041		督脉穴位同伴属性7	7	lifemax_v	2997																		
1041		督脉穴位同伴属性7	8	lifemax_v	3459																		
1041		督脉穴位同伴属性7	9	lifemax_v	3921																		
1041		督脉穴位同伴属性7	10	lifemax_v	4383																		
1041		督脉穴位同伴属性7	11	lifemax_v	4845																		
1041		督脉穴位同伴属性7	12	lifemax_v	5307																		
1041		督脉穴位同伴属性7	13	lifemax_v	5769																		
1041		督脉穴位同伴属性7	14	lifemax_v	6231																		
1041		督脉穴位同伴属性7	15	lifemax_v	6693																		
1041		督脉穴位同伴属性7	16	lifemax_v	7155																		
1041		督脉穴位同伴属性7	17	lifemax_v	7617																		
1041		督脉穴位同伴属性7	18	lifemax_v	8078																		
1041		督脉穴位同伴属性7	19	lifemax_v	8539																		
1041		督脉穴位同伴属性7	20	lifemax_v	9000																		
1042		督脉穴位同伴属性8	1	deadlystrike_v	23																		
1042		督脉穴位同伴属性8	2	deadlystrike_v	36																		
1042		督脉穴位同伴属性8	3	deadlystrike_v	49																		
1042		督脉穴位同伴属性8	4	deadlystrike_v	62																		
1042		督脉穴位同伴属性8	5	deadlystrike_v	75																		
1042		督脉穴位同伴属性8	6	deadlystrike_v	88																		
1042		督脉穴位同伴属性8	7	deadlystrike_v	101																		
1042		督脉穴位同伴属性8	8	deadlystrike_v	114																		
1042		督脉穴位同伴属性8	9	deadlystrike_v	127																		
1042		督脉穴位同伴属性8	10	deadlystrike_v	140																		
1042		督脉穴位同伴属性8	11	deadlystrike_v	153																		
1042		督脉穴位同伴属性8	12	deadlystrike_v	166																		
1042		督脉穴位同伴属性8	13	deadlystrike_v	179																		
1042		督脉穴位同伴属性8	14	deadlystrike_v	192																		
1042		督脉穴位同伴属性8	15	deadlystrike_v	205																		
1042		督脉穴位同伴属性8	16	deadlystrike_v	218																		
1042		督脉穴位同伴属性8	17	deadlystrike_v	231																		
1042		督脉穴位同伴属性8	18	deadlystrike_v	244																		
1042		督脉穴位同伴属性8	19	deadlystrike_v	257																		
1042		督脉穴位同伴属性8	20	deadlystrike_v	270																		
1043		督脉穴位同伴属性9	1	defense_v	68																		
1043		督脉穴位同伴属性9	2	defense_v	93																		
1043		督脉穴位同伴属性9	3	defense_v	118																		
1043		督脉穴位同伴属性9	4	defense_v	143																		
1043		督脉穴位同伴属性9	5	defense_v	168																		
1043		督脉穴位同伴属性9	6	defense_v	193																		
1043		督脉穴位同伴属性9	7	defense_v	218																		
1043		督脉穴位同伴属性9	8	defense_v	243																		
1043		督脉穴位同伴属性9	9	defense_v	268																		
1043		督脉穴位同伴属性9	10	defense_v	293																		
1043		督脉穴位同伴属性9	11	defense_v	318																		
1043		督脉穴位同伴属性9	12	defense_v	343																		
1043		督脉穴位同伴属性9	13	defense_v	368																		
1043		督脉穴位同伴属性9	14	defense_v	393																		
1043		督脉穴位同伴属性9	15	defense_v	418																		
1043		督脉穴位同伴属性9	16	defense_v	443																		
1043		督脉穴位同伴属性9	17	defense_v	468																		
1043		督脉穴位同伴属性9	18	defense_v	492																		
1043		督脉穴位同伴属性9	19	defense_v	516																		
1043		督脉穴位同伴属性9	20	defense_v	540																		
1044		督脉穴位同伴属性10	1	basic_damage_v	45		45																
1044		督脉穴位同伴属性10	2	basic_damage_v	67		67																
1044		督脉穴位同伴属性10	3	basic_damage_v	89		89																
1044		督脉穴位同伴属性10	4	basic_damage_v	111		111																
1044		督脉穴位同伴属性10	5	basic_damage_v	133		133																
1044		督脉穴位同伴属性10	6	basic_damage_v	155		155																
1044		督脉穴位同伴属性10	7	basic_damage_v	177		177																
1044		督脉穴位同伴属性10	8	basic_damage_v	199		199																
1044		督脉穴位同伴属性10	9	basic_damage_v	221		221																
1044		督脉穴位同伴属性10	10	basic_damage_v	242		242																
1044		督脉穴位同伴属性10	11	basic_damage_v	263		263																
1044		督脉穴位同伴属性10	12	basic_damage_v	284		284																
1044		督脉穴位同伴属性10	13	basic_damage_v	305		305																
1044		督脉穴位同伴属性10	14	basic_damage_v	326		326																
1044		督脉穴位同伴属性10	15	basic_damage_v	347		347																
1044		督脉穴位同伴属性10	16	basic_damage_v	368		368																
1044		督脉穴位同伴属性10	17	basic_damage_v	389		389																
1044		督脉穴位同伴属性10	18	basic_damage_v	410		410																
1044		督脉穴位同伴属性10	19	basic_damage_v	430		430																
1044		督脉穴位同伴属性10	20	basic_damage_v	450		450																
1045		督脉穴位同伴属性11	1	lifemax_v	600																		
1045		督脉穴位同伴属性11	2	lifemax_v	1240																		
1045		督脉穴位同伴属性11	3	lifemax_v	1880																		
1045		督脉穴位同伴属性11	4	lifemax_v	2520																		
1045		督脉穴位同伴属性11	5	lifemax_v	3160																		
1045		督脉穴位同伴属性11	6	lifemax_v	3800																		
1045		督脉穴位同伴属性11	7	lifemax_v	4440																		
1045		督脉穴位同伴属性11	8	lifemax_v	5080																		
1045		督脉穴位同伴属性11	9	lifemax_v	5720																		
1045		督脉穴位同伴属性11	10	lifemax_v	6360																		
1045		督脉穴位同伴属性11	11	lifemax_v	7000																		
1045		督脉穴位同伴属性11	12	lifemax_v	7640																		
1045		督脉穴位同伴属性11	13	lifemax_v	8280																		
1045		督脉穴位同伴属性11	14	lifemax_v	8920																		
1045		督脉穴位同伴属性11	15	lifemax_v	9560																		
1045		督脉穴位同伴属性11	16	lifemax_v	10200																		
1045		督脉穴位同伴属性11	17	lifemax_v	10840																		
1045		督脉穴位同伴属性11	18	lifemax_v	11480																		
1045		督脉穴位同伴属性11	19	lifemax_v	12120																		
1045		督脉穴位同伴属性11	20	lifemax_v	12750																		
1046		督脉穴位同伴属性12	1	playerdmg_npc_p	-2																		
1046		督脉穴位同伴属性12	2	playerdmg_npc_p	-3																		
1046		督脉穴位同伴属性12	3	playerdmg_npc_p	-4																		
1046		督脉穴位同伴属性12	4	playerdmg_npc_p	-5																		
1046		督脉穴位同伴属性12	5	playerdmg_npc_p	-6																		
1046		督脉穴位同伴属性12	6	playerdmg_npc_p	-7																		
1046		督脉穴位同伴属性12	7	playerdmg_npc_p	-8																		
1046		督脉穴位同伴属性12	8	playerdmg_npc_p	-9																		
1046		督脉穴位同伴属性12	9	playerdmg_npc_p	-10																		
1046		督脉穴位同伴属性12	10	playerdmg_npc_p	-11																		
1046		督脉穴位同伴属性12	11	playerdmg_npc_p	-12																		
1046		督脉穴位同伴属性12	12	playerdmg_npc_p	-13																		
1046		督脉穴位同伴属性12	13	playerdmg_npc_p	-14																		
1046		督脉穴位同伴属性12	14	playerdmg_npc_p	-15																		
1046		督脉穴位同伴属性12	15	playerdmg_npc_p	-16																		
1046		督脉穴位同伴属性12	16	playerdmg_npc_p	-17																		
1046		督脉穴位同伴属性12	17	playerdmg_npc_p	-18																		
1046		督脉穴位同伴属性12	18	playerdmg_npc_p	-19																		
1046		督脉穴位同伴属性12	19	playerdmg_npc_p	-20																		
1046		督脉穴位同伴属性12	20	playerdmg_npc_p	-21																		
