nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
346	346				當年的金國第一高手南宮滅？聽說他死于南宮大俠之手，具體情況如何，卻無人得知……				
346	346		1440	無人得知，我知啊，來來來，我來告訴你，事情是這樣的……					
348	348				好一個「天魔解體大法」，好一個獨孤大俠！為救心中所愛，竟不惜犧牲自己！這才是俠者真性情！多謝將軍告知！				
348	348		1440	唉，此間戰況緊急，我就不與你閒聊了，但願戰場之上，你我還能再會，共同退敵！珍重！					
348	348				珍重！				
353	353		99	來得正好，我這兒正巧有一件事找你，昔日獨孤劍施展天魔解體大法後，身受重傷，張琳心為救他曾去求見雪蓮姥姥。你可循此線索繼續追查。					
353	353				好！我這就去！				
354	354				咦，前方有一位白衣姑娘，問問她是否聽說過雪蓮姥姥！				
355	355				姑娘……不知……				
355	355		1646	嗚嗚嗚，他們搶走了我的草藥，還說我再去就要解決我，我好害怕，誰能幫幫我，嗚嗚嗚……					
355	355				真是豈有此理！姑娘莫要擔心，我這就去幫你取草藥！你先到安全的地方等我，我去去便回！				
356	356		1034	什麼人這麼大膽！竟然敢到我們的地盤採藥？找死不成！弟兄們上！					
358	358				姑娘，這是不是你要的藥草？				
358	358		1646	咦，你竟真的拿回來了？果然是有些本事，既然如此，本姑娘也就不與你為難啦，我叫顧清雪，是姥姥的弟子，這件事姥姥跟我說過，我告訴你好啦。					
358	358				（大喜）如此就多謝姑娘了！				
360	360				多謝顧姑娘將此事告訴我。				
360	360		1648	也沒什麼大不了的，我所知道的也就只有這些啦，好了，能說的我都說了，我要回去了，再會。					
360	360				姑娘珍重。				
361	361		719	你將事情的經過簡要的告訴了老闆娘……					
361	361		99	還有兩人，名叫雲笑風以及阿邦，這兩人也與獨孤劍有些交情，你可前去打聽一番。喏，地圖和畫卷拿好，去吧。					
361	361				好，我這便去！				
362	362				前面有位村民，去問問他是否聽說過這兩人。				
363	363				叨擾了，在下有一事想要打聽，不知是否見過這兩人（你拿出畫卷）。				
363	363		1068	不認識，這世道太不安穩，先前就有一人被一些兇神惡煞之人圍住，也不知是怎麼回事，唉！					
363	363				哦？竟有此事？我倒是要去瞧上一瞧！				
364	364				住手！光天化日之下竟敢行兇！				
366	366				你……咦，你莫非是雲笑風雲兄？				
366	366		1650	你是誰？怎會認得我？					
366	366				此處不宜談話，你先跟我來！				
368	368		719	你將事情的經過說了一遍……					
368	368		1650	原來如此，你是為瞭解昔日獨孤兄的事情而來的，我……咦！啊！我的護腕！我的護腕掉了，一定是方才爭執的時候！我要取回來！					
368	368				雲兄稍安勿躁，我去替你取回來，你在此處等候片刻！				
370	370				雲兄，這是否你遺失的護腕？				
370	370		1650	實在是太感謝你了！這對護腕於我而言極為重要，謝謝！你想知道昔日往事，阿邦興許知道，走吧，我帶你去見他。					
371	371		1652	雲大哥！你總算回來了！你到哪兒去了，你我如今被許多人盯著，可不能隨意亂跑，咦，這位是？					
371	371				在下$N，乃是$F弟子。				
371	371		1650	這位朋友方才救了我一命，阿邦，那些到底是什麼人？對了，這位朋友想瞭解一下當年你與獨孤大俠的事。					
371	371		1652	唉，此事說來話長，與昔日之事有些相關，也罷，我就將當年的事說一說吧。					
373	373				原來當年還有這麼一段事情，不知……				
373	373		1652	噤聲！有人！這裡也不安全，走！我們繼續往前走！					
377	377				阿邦兄，這些到底是什麼人？				
377	377		1652	唉，說來慚愧，這些人恐怕都是我兩兄弟而來的，其目的，自然是為了詢問獨孤兄的下落！					
377	377				果然是對山河社稷圖圖謀不軌之人！				
377	377		1652	當年山河社稷圖本是我幫至寶，楊幫主將之交給了獨孤兄，可惜終究未能反轉局勢！					
377	377				山河社稷圖竟然是楊瑛前輩交給獨孤大俠的？				
377	377		1652	正是如此，這件事是這樣的……					
379	379				多謝阿邦兄告知我這些往日秘辛。				
379	379		1652	唉，我倆的安危反倒是其次，若是因此讓他們得到了山河社稷圖，可就罪孽深重了，走吧，雲大哥，我們得趕緊找個地方躲一陣子。					
379	379				既然如此，我就不耽誤兩位了，路上保重！				
381	381		99	這兩個人倒是挺大義凜然的，天王幫的人真是不怕死，既然如此，就暫時歇息一陣吧，過一陣子有消息了再說。					
381	381				好，如此就勞煩老闆娘多幫我留意了。				
382	382		99	你來得正好，如今江湖中有一件驚天大事，昔日天王幫幫主楊瑛竟然又開始在江湖中走動了，恐怕找到她就能找到獨孤劍！					
382	382				竟有此事！？				
382	382		99	經過這些日子以來的情報，我已準確掌握了她的位置，她如今應該正在前往此處，你快去吧！					
382	382				多謝老闆娘！我這便去了！				
383	383				楊瑛前輩！我來幫你！				
383	383		1655	(似笑非笑的看著你)你？幫我？呵呵，真是個有趣的小傢伙，也罷，我看看你的武功怎麼樣，這些小嘍嘍就交給你咯。					
386	386				楊瑛前輩，方才晚輩出言不慎，還望前輩多多包涵。				
386	386		1655	不必擔心，我不是這麼小氣的人。說吧，你有何企圖？					
386	386				晚輩此次前來，實是為了……				
386	386		1655	停！我忽然又不想聽了，不過你幫了我，為表謝意，我告訴你昔日一件往事，就當作報酬吧！					
388	388				楊瑛前輩，多謝告知，只是晚輩……				
388	388		1655	囉嗦！既是晚輩，就老老實實跟著我，我沒讓你說話，就別開口，跟上來。					
391	391				楊瑛前輩，您這是要去哪兒？				
391	391		1655	唉，不過是到處走走，緬懷一番罷了，我來給你講講當年的事情吧。					
393	393		1655	我想獨自一人在此處靜一會，你先行離開吧，過一陣子再來找我，有什麼話，到時候再說。					
393	393				是，楊瑛前輩。				
394	394		1655	嗯，你來了，還是如此，跟著我走，少說話。					
394	394				是，前輩。				
395	395		1655	嘖嘖嘖，這點小毛賊也想取我性命？真是不知好歹，怎麼樣？要不要我露兩手給你看看？					
395	395				這等小事，晚輩自當料理！				
398	398		1655	唉，你可曾聽說過張如夢與南宮彩虹？					
398	398				是南宮大俠的父母？				
398	398		1655	唉，有時候覺得，他們兩人才是最幸福快樂的，為了彼此，不惜拋棄一切，若是當年……唉，不提也罷，你可想知道他們的故事？					
398	398				晚輩洗耳恭聽。				
400	400				楊瑛前輩，晚輩有一事，不知當說不當說。				
400	400		1655	說來聽聽。					
400	400				據聞現在江湖上有許多人為了山河社稷圖，一直在打聽獨孤大俠的蹤跡，我擔心他們會對獨孤大俠不利……				
400	400		1655	哼，獨孤劍退隱之後，你們就以為他已經是個糟老頭子了？他又豈是這麼輕易就會被算計的？唉，你跟我來吧。					
400	400				是。				
401	401		1655	去吧，進屋子去，進去以後你自然會明白的。					
401	401				晚輩遵命。				
403	403				不知閣下……				
403	403		1656	噓……有老鼠跟著你們來了，看來是擅長追蹤之人，有趣，走，隨我出去看看。					
405	405				敢問前輩是否便是獨孤大俠？				
405	405		1656	大俠二字，不敢當，若問是不是獨孤劍，那就是區區在下。					
405	405				竟真的是獨孤大俠！獨孤大俠！有很多人想要對你不利，目的是你手中的山河社稷……有敵人？				
405	405		1656	小傢伙耳目聰敏，觀察力不錯。					
405	405				獨孤大俠，我去去便回！				
407	407		1656	（擺手）不必多言，你一路而來的事情，我都看在眼裡，天子卓絕，性格堅韌，不錯不錯，武林中真是出了不少不錯的胚子。					
407	407				難道……				
407	407		1656	哈哈哈，正是，從公孫姑娘到盧青師兄，一路以來都是對你的考驗，如今你已通過考驗，山河社稷圖，日後可就要託付給你了。					
407	407				晚輩何德何能……				
407	407		1656	我既已決定，你也就別推辭了，跟我來吧，我帶你去見一個人。					
409	409		1656	唉，若是琳心仍在，那便好了。					
409	409				獨孤大俠……				
409	409		1656	來吧，隨我到懸崖邊看看。					
410	410				獨孤大俠……				
410	410		1656	罷了罷了，往事不可追，你要記住，山河社稷圖切不可落入他人之手，你我經此一別，或許再無相見之日，但願將來，你能夠成為一名真正的俠者！去吧！					
410	410				多謝前輩教訓！晚輩定當謹記於心！				
411	411		99	哼，一看就知道獨孤劍那個老混蛋把事情都告訴你了，真是無趣，好了，如今事情已了，你也已經成長為獨當一面的俠客，要記得俠字心中存。					
411	411				多謝老闆娘一路以來的幫助與教導，後會有期！				
412	412				老闆娘最近可有什麼情報？				
412	412		99	暫時並無其他消息。不過倒是有一事，這是獨孤劍讓我交給你的山河社稷圖，你可要收好了，其中的寶藏已經被取出，想必是他又埋下了其他的珍貴之物贈送與你。					
412	412				獨孤大俠現在何處？				
412	412		99	你不知，我又豈會知道？他一向如此神出鬼沒，過些時日或許便又會有消息，到時我自會再通知你。					
995	995		519	不錯！我們繼續往前走吧！					
996	996		519	區區小賊，擊敗他們自然是不在話下！前面似乎有動靜，去看看是怎麼回事！					
997	997				歷經千辛萬苦，終於是奪得這[FFFE0D]「武道德經」[-]殘卷了！也不知此書究竟有什麼魔力，竟惹得江湖各大勢力競相爭奪？				
997	997		519	昔日玄天道人於江湖中驚鴻一現，武藝冠絕江湖，據傳其武功便是出自[FFFE0D]「武道德經」[-]，這些年間，為了此書江湖各大門派明爭暗鬥，也不知犯下多少罪孽！此書吸引力之大，可見一斑。					
997	997				卓大哥宅心仁厚，心懷江湖，若武林各派能有卓大哥的心胸，我中原武林又何愁不興！只可惜師命難違，否則卓大哥應是此書最合適的主人！				
997	997		519	這話卻是錯了，我此生已奉獻於劍，絕不會染指其他武學，兄弟提醒你一句，武學之道，講求一心。不說這些了，如今天色已晚，你身懷重寶，一路上均不甚太平，還是早些動身為妙。					
997	997				是是是，卓大哥言之有理，嗯，此書至關重要，我得儘快送到！我們這便啟程吧！				
998	998				只要過了這處山崖，便離師門不遠了，任務也算是順利完成了。還得多謝卓大哥一路相隨。唉，只是此次一別，恐怕短時間內難以相見了。				
998	998		519	來日方長，還有，你可莫要大意，此處的地形險峻，若是有人伏擊…					
998	998				哈哈哈，卓大哥還真是一言成災……只是不知這次來的又是何人！				
999	999		518	你們倒是頗為是悠哉，苦等多日，你們總算是到了…[FFFE0D]「武道德經」[-]可在？					
999	999				來者何人？如此大言不慚！這一路上覬覦[FFFE0D]「武道德經」[-]的宵小數不勝數，但是又有何人能從我手中奪得經書？				
999	999		518	你的師門與[FFFE0D]「藏劍山莊」[-]勢大，卻也不應獨佔[FFFE0D]「武道德經」[-]，此等奇書，理應天下同享，若是此刻交出，老夫可以饒你們一命。					
999	999				真是好大的口氣！我從未見過如此厚顏無恥之人！讓我來領教閣下的高招吧！				
999	999		519	等等……這……怎地如此心急，獅子搏兔亦盡全力，此人一人埋伏於此，豈可如此輕敵？唉，罷了，先擊敗這人再說！					
1000	1000				武藝總算恢復了幾成，身子舒服多了，不如四處轉轉，活動下筋骨吧。				
1001	1001				這頂草帽…是當日那神秘人之物！看來他也被打落山崖了，不知是否有我這般好運。				
1001	1001				咦？前方似乎有些動靜，過去看看。				
1002	1002				看來你就是那群響馬的頭目了！身懷如此劍術不去行俠仗義，卻選擇落草為寇，卻又如何對得起這身武藝！				
1002	1002		696	哼，少在那逞些口舌之利。我這就送你下黃泉！					300
1003	1003		75	（氣喘吁吁）哎呀，終於到了，累死了。這裡就是離憂山啦！					
1003	1003				唔，風景還不錯。				
1003	1003		75	爹爹說這山上有銀絲草，治療練武之人的外傷有奇效。事不宜遲，我們開始尋找吧，別讓楊大哥等得太久了。					
1003	1003				好的。				
1004	1004				（驚聲大喊）真兒小心！				
1004	1004		75	呀，銀絲草！唉？這蜜蜂好大啊，還會噴毒！					
1004	1004				看來這蜂王是一直守著這銀絲草了。				
1004	1004		75	嗯，果然如爹爹所言，銀絲草旁總是有巨大的毒蜂出沒。					
1004	1004				別怕，看我的！今天一定拿到銀絲草。				
1005	1005		764	咦？爹爹在前面，我們小心點兒。					
1005	1005		765	好的。					
1005	1005		719	（納蘭潛凜四處張望了下，走了進去）					
1006	1006		764	啊！我爹啟動了禁地的[FFFE0D]機關[-]，怎麼辦呀？					angry
1006	1006		765	這個機關比較簡單，[FFFE0D]好好觀察[-]一下再前進吧！					cool
1007	1007		1317	屬下參見教主！					
1007	1007		1318	屬下參見教主！					
1007	1007		766	嗯！					
1007	1007		1317	啟稟教主，屬下适才在海邊發現一個可疑之人，已將其滅口了。					
1007	1007		766	做得好！					
1007	1007		1318	稟教主，屬下已查實那本武林秘笈《武道德經》已被藏劍山莊莊主卓非凡所得！					
1007	1007		766	卓非凡年紀雖輕，卻城府頗深、老謀深算，得到《武道德經》也不足為奇！					think
1007	1007		765	（失聲）《武道德經》！					think
1008	1008		764	爹！					blush
1008	1008		765	納蘭前輩……					
1008	1008		766	原來是你們，你們怎麼會在這裡？					
1008	1008		765	納蘭前輩，我們……					blush
1008	1008		764	爹，是我帶楊大哥游島，無意之中，走到此地……					blush
1008	1008		766	胡鬧！還不快走！					angry
1008	1008		764	（低聲）是，女兒告退。					
1008	1008		765	納蘭前輩，在下失禮了。					blush
1008	1008		719	(你們跟著納蘭真趕緊離開了！)					
1009	1009		75	楊大哥，這裡就是我小時候經常玩的山洞，我們進去看看吧！					
1009	1009		765	嗯，好的。不過還是要小心一點。					
1009	1009				我也聞到有一些奇怪的味道，怕是有人在此。				
1010	1010				楊兄，你居然先我一步啊！				
1010	1010		684	是你太慢了。					cool
1010	1010				下了棧道，前方就是清平鄉了吧？				
1010	1010		684	正是。不過我看前方不太平，我們小心點。					think
1010	1010				好。				
1011	1011				穿過這條路就是清平鄉了，事不宜遲這就動身吧！				
1012	1012		775	哼，想要拿走，先問我的盤龍刀同不同意。					
1012	1012		683	東西在我手上，就怕你們沒本事拿走！					arrogant
1012	1012		777	哈…哈…哈…就憑你？！					
1012	1012		683	不怕死就上來吧。					arrogant
1013	1013		683	多謝兩位出手相助，只是我有要事在身，就此別過了。日後若是有緣再見，必當相報！					think
1013	1013		765	姑娘，你我都是江湖中人，不必多禮。					blush
1013	1013		683	後會有期。					think
1013	1013		765	江湖險惡，本該送她一程，但這位姑娘似乎不願別人相助。我還是先去見紫軒吧！					think
1014	1014				這裡就是藏劍山莊了。				
1014	1014				嗯？奇怪，守衛如此森嚴，待我悄悄查看一番。				
1015	1015				楊兄，你…				
1015	1015		765	（以手指示意噤聲）噓…					
1016	1016		765	紫軒！她怎麼會在這裡？					
1016	1016		840	你懷疑我？當初不是你讓我接近他的嗎？					angry
1016	1016		519	話是不錯。不過我看你現在是弄假成真了吧！					
1016	1016		840	你，你不要胡說，誰會喜歡那個傻瓜！					think
1016	1016		519	哼，不要不承認，你聽到那小子死訊之後的樣子，誰都可以看得出來。					
1016	1016		840	……					
1016	1016		519	幸好我下手得早，不然恐怕現在你已背我而去了。					
1016	1016		840	是我...是我害死了他。					sad
1016	1016		519	兔死狐悲！					
1017	1017		765	啊？！這……這不可能是真的！不可能……不可能！！					sad
1017	1017		765	怎麼會這樣……紫軒，她竟然一直在騙我！！					
1017	1017		765	原來一切都是一個騙局！假的，全都是假的！！眼淚是假的，開心是假的，簫聲是假的，什麼海誓山盟，天長地久，全都是假的！！全是謊言！全是騙局……					angry
1017	1017				楊兄…				
1017	1017		765	楊影楓啊楊影楓，你真是天下最大的傻瓜！！……					
1017	1017				楊兄，別走！（楊影楓施展輕功瘋狂地跑開了）				
1018	1018				（看見楊影楓失魂落魄的走）楊兄，等等！				
1018	1018		765	（喃喃自語）紫軒...紫軒...你為何如此？					sad
1018	1018				楊兄，前方似乎有古怪…				
1018	1018		765	（楊影楓陷入沉思，一動不動）					
1018	1018				好吧，我先去查探一番，你在此處等我。				
1019	1019		789	老大你來得正好，少堡主已被我們抓住了。					
1019	1019		778	秦沐白，你果然深藏不露，竟然敢犯上，你以為飛龍堡一眾弟子會放過你嗎？					angry
1019	1019		765	這不是我上次從忘憂島回來遇見的那位姑娘嗎？					
1019	1019		782	少堡主，屬下也是情非得已啊！《武道德經》的武功精深高絕，連你也這般看重，屬下豈能免俗？					
1019	1019		765	《武道德經》？納蘭前輩不是也在找這本經書嗎？唉，此經書究竟有什麼魔力，多少武林中人為之瘋狂！					think
1019	1019		778	你這狼子野心的叛賊，只怪我識人不智！					angry
1019	1019		765	啊，月眉兒，她就是月眉兒！凌絕峰的那個月眉兒。					think
1019	1019		782	少堡主，你是自己把經書拿出來讓我等觀摩觀摩，還是要咱們動手啊？					
1019	1019		765	舉頭三尺有神明，你們在此處犯下如此之事，就不怕遭天譴嗎？					angry
1019	1019		782	你是何人？竟敢管我飛龍堡的家事！					
1019	1019		765	在下雖是一無名小卒，卻還懂得替天行道。					angry
1019	1019		782	看來今天是要手上見高低了，弟兄們，替我收拾他！					
1020	1020		765	前面就是忘憂島了。真兒，我回來了！					happy
1020	1020				（唉，楊兄，真是可憐啊！）楊兄，那咱們便一起回去吧！				
1021	1021		765	是真兒！					
1021	1021		75	影楓哥哥，是你嗎？你真的回來了！					
1021	1021		765	是我…回來了。					
1021	1021		75	太好了！你收拾了卓非凡那奸賊了嗎？					
1021	1021		765	沒有…					
1021	1021		75	是不是讓那奸賊逃走了？你臉色為什麼這麼難看？					
1021	1021		765	真兒，我發現這個世界上始終還是你對我最好，我不想隱瞞你任何事情。					sad
1021	1021		75	（楊影楓把事情都告訴了納蘭真）過去的事情就讓它過去罷...不要多想。					
1021	1021		765	真兒，當我惶惑無際的時候，只想回忘憂島只想見到你，我…					
1021	1021		75	忘憂島和我也一直在等你回來…					
1021	1021		765	真兒…					
1022	1022				這裡氣氛好詭異，怕是會發生什麼事情吧！				
1022	1022				楊兄先我一步進來，不知道此時在何處。				
1023	1023		765	咦！人呢？…					
1023	1023				卓非凡怎麼在這裡？是了，這就是心魔了！				
1023	1023				楊兄若有所思，我還是繼續去前面看看。				
1024	1024		765	紫軒…你為什麼要騙我？					sad
1024	1024		840	對不起，我也是不得已。					sad
1024	1024		765	（我堂堂七尺之軀，頂天立地，氣量怎能如此狹窄，她雖不仁，我卻不能不義！）					think
1024	1024		765	你聽好了，過去的恩怨一筆勾銷，你我此後兩不相干。					
1024	1024		840	你肯原諒我？					
1024	1024		765	你走吧，我不想再見到你。					sad
1025	1025		765	忘憂島！難道我已經闖過心魔陣了嗎？					think
1025	1025		841	楓兒，恭喜你闖過心魔陣！					happy
1025	1025		765	多謝納蘭前輩。					
1025	1025		841	楓兒，你是無憂教的傳人，理應以發揚光大無憂教為己任。					
1025	1025		765	納蘭前輩美意，晚輩心領了，只是晚輩心願未了…					
1025	1025		841	嘿嘿嘿…你反正是走不了的，我勸你早日斷念吧！					happy
1025	1025		765	你…怎麼…，我明白了，這應該還是在陣裡，又是我的一個心結吧！					think
1026	1026		765	真兒，怎麼是你？不要過來！					
1026	1026		75	影楓哥哥，我好擔心你再次陷入絕境…不要走！					
1026	1026		765	真兒，不必為我擔心，男子漢大丈夫有所作為，怎能縮頭縮尾！					
1026	1026		75	難道你不能為我留下來嗎？					
1026	1026		765	真兒，等我化解了這場武林劫難就回來。					
1026	1026		75	哼，楊影楓，你在江湖中一朝成名後還會回到這個荒僻的小島？不要再自欺欺人了！					
1026	1026		765	真兒，相信我！					
1026	1026		75	除非你將我擊倒！否則你休想離開忘憂島半步！					
1026	1026		765	大丈夫在世有所為，有所不為，我寧可出不了此陣，也萬萬不會對真兒下手。					
1026	1026		75	你…我不理你了。					
1027	1027				前面好像有飛龍堡的人啊！				
1027	1027				難道是月眉兒來找楊兄了？				
1028	1028		791	大俠，我們堡主請你去做客！					
1028	1028				在下要去藏劍山莊送信，改日登門吧！				
1028	1028		791	哈哈，天真！弟兄們，給我綁了他們。					
1028	1028				不講道理啊！				
1029	1029				呵呵，卓非凡做事依然如此仔細...				
1029	1029				這去劍氣峰的路上，埋伏的人看來不少啊！				
1030	1030				人還真不少啊，看來今日一戰天下皆知了。				
1030	1030		765	諸位早！各位朋友遠道而來，實在是給楊某面子，在下感激之至！					cool
1030	1030		840	（他…終於還是來了，他…到底還是不肯放過我們。）					think
1030	1030		765	卓莊主，早啊，昨晚睡得怎樣？你的起色看起來不太好啊。					
1030	1030		519	廢話少說，各位朋友已經等候多時，我們即刻開始吧！					
1030	1030		765	哈哈哈，卓莊主何必這麼著急，難道怕我把你的醜事抖出來嗎？					happy
1030	1030		519	閉…閉嘴！我有什麼醜事，你…你不要胡說！					
1030	1030		765	哼！你不用再裝了！你的所作所為，我早已告知天下武林同道，你已經身敗名裂了！你大概做夢也想不到，今日會有這麼多武林同道來觀戰吧？哈哈哈哈！					angry
1030	1030		519	你！你好狠！我今天就和你決一死戰，看招！					
1030	1030				等等！我和卓莊主也有些私人恩怨，不如我幫楊兄出手，畢竟他只有一條命，我喜歡親自動手。楊兄意下如何？				
1030	1030		765	也好，那我就看你的表演了！					
1030	1030		519	可惡！受死吧！					
1031	1031				咦？那姑娘去哪了？不是說打架嗎？這荒郊野嶺的……				
1031	1031				上前去找找吧。				
1032	1032		684	姑娘，你不是說打架嗎？					
1032	1032		828	打啊，怎麼不打？					arrogant
1032	1032		684	那現在動手？					
1032	1032		828	你先追得上我再說！					
1032	1032				姑娘…等等！				
1033	1033				這裡就是江湖聖地凌絕峰嗎？不知月眉兒約我們在此會面有何目的？				
1033	1033				這凌絕峰頂便是當年楊熙烈與上官飛龍的決戰之地…月眉兒也是想在此徹底瞭解此事吧…但是，她為何要將納蘭真與薔薇牽涉其中！				
1034	1034				看來楊兄比我先一步到達凌絕峰頂。				
1034	1034		765	月眉兒！若你想了結兩家恩怨，我楊影楓隨時奉陪！但是你為何要綁架納蘭真和薔薇，將無辜的人牽涉其中！					angry
1034	1034		778	楊影楓……如果我說她們被綁架與我無關，你相信嗎？					arrogant
1034	1034		765	這是紫軒親眼所見，你讓我如何相信！你不是還派人去讓我用《武道德經》去換人嗎？我根本沒有什麼《武道德經》，你快把真兒給我交出來！					angry
1034	1034		778	哼！楊影楓，你欺人太甚，我爹當年本不願和你爹比武，但是你爹卻苦苦相逼，結果害得我家破人亡……					sad
1034	1034		765	上一代的恩怨……我爹是有些不對……但你如果想給你爹報仇……也不必用如此卑鄙的手段					
1034	1034		778	閒話少說……納蘭真已經被我解決了，有本事你就替她報仇吧！					arrogant
1034	1034		765	什麼！？真兒！！月眉兒我不會放過你的！！！					angry
1035	1035		765	月眉兒！我再問一遍，納蘭真是不是真的被你……？					angry
1035	1035		778	楊影楓……少說廢話……你快動手吧！					angry
1035	1035		765	月眉兒……我不會放過你的……我要給我的真兒報仇！					angry
1036	1036				無憂禁地比上次來時，守衛森嚴得多了...這樣看來，納蘭真和月眉兒應該是關在此處吧。				
1036	1036				楊兄與薔薇已先行入內，我得趕緊去和他們會合。				
1037	1037		765	卓非凡… 我本想饒你一命，沒想到你卻如此卑鄙，眾目睽睽下做出這等事來……					angry
1037	1037				卓非凡這也算是咎由自取，楊大哥不必太過介懷。				
1037	1037		765	說的不錯！如今大仇得報，留在此處也是徒增傷感，咱們這就離開藏劍山莊吧！					sad
1038	1038		684	真兒！眉兒！					
1038	1038		838	影楓哥！……					
1038	1038		834	影楓哥，你終於回來了，想不到打傷真兒的竟然就是我們的親爹納蘭潛凜！					sad
1038	1038		684	眉兒，我已經知道了，你們沒事吧？					
1038	1038		834	我沒事了，只是真兒的傷還沒好。					
1038	1038		838	影楓哥……我爹他……為什麼連我們都不肯放過？					sad
1038	1038		684	納蘭潛凜現在哪裡？我去找他算帳！					angry
1038	1038		838	影楓哥……別去……咳……					
1038	1038		684	真兒……					
1038	1038		838	咳……咳……					
1038	1038		1348	真兒姐，我來扶你吧。					
1038	1038		838	不用了，薔薇妹妹，你是怎麼來的？					
1038	1038		1348	是影楓哥帶我來的。					arrogant
1038	1038		684	真兒，你忍著點，我們先離開這裡吧。					
1038	1038		838	嗯……咳……					
1039	1039		835	楊影楓！教主命我帶你們回去，這次你逃不掉了。					
1039	1039		684	真兒，想不到你爹竟然如此絕情。					
1039	1039		838	影楓哥，你們先走吧，不要管我了，我畢竟是他的女兒，他不會把我怎麼樣的。					
1039	1039		834	哼！還說呢，他竟然忍心把你傷成這樣……我沒有這種父親。					think
1039	1039		1348	不管怎麼樣，我都要和影楓哥在一起。					think
1039	1039		684	薔薇，眉兒，你們兩個先保護真兒，待我把他們都收拾了再說。					
1039	1039		834	……					
1039	1039		1348	不行！你一個人對付那麼多人，太危險了。					
1040	1040				不知道納蘭真等人被關在哪裡？				
1040	1040				四處搜搜吧！				
1041	1041		765	紫軒！					
1041	1041		840	楊大哥！真的是你？我以為再也見不到你了。					
1041	1041		765	你是怎麼到這裡來的？					
1041	1041		840	我得知月眉兒被魔教抓走，便一路打探來到摘星樓，結果被納蘭潛凜打傷，關在這裡。					
1041	1041		765	你的傷勢怎麼樣？					
1041	1041		840	不要緊，休息一段時間就會好的。					
1041	1041		765	你找到月眉兒了嗎？					
1041	1041		840	沒有，不過我打聽到她們可能被關在飛龍堡的某個地方。					
1041	1041		765	我先送你回寒波谷吧。					
1041	1041		840	你別管我，快去救月眉兒吧。我自己會照顧自己的……咳咳……					
1041	1041		765	紫軒……以前我錯怪你了……					
1041	1041		840	楊大哥……是我對不起你……咳咳……					sad
1041	1041		765	別說那麼多了，以後我們再也不分開。					
1041	1041		719	（楊影楓和紫軒抱在一起）					
1041	1041		765	我們走吧。					
1041	1041		840	咳咳……好的。					
1042	1042		765	薔薇就被囚禁在這通天塔內，擊敗看守將她救出來！					
1043	1043		828	影楓哥！我終於把你給盼來了，嗚……你不知道你不在的時候，我有多想你。					sad
1043	1043		765	薇兒，讓你受苦了！你傷在哪裡，不要緊吧？					
1043	1043		828	我的傷勢不要緊的，修養一陣就可痊癒。對了，我爹怎麼沒有跟你一起來呢？					
1043	1043		765	薇兒！說了你不要太難過，你爹被納蘭潛凜打成重傷，恐怕……					
1043	1043		828	爹……不行，我要回去看爹爹！					
1044	1044				終於到了最終決戰的時刻了！納蘭潛凜，今日就讓我來徹底終結你的野心吧！				angry
1045	1045		841	你們終於來了，老夫等你們很久了！					
1045	1045		765	納蘭潛凜，沒想到你竟如此卑鄙，為了實現你的野心，連自己的女兒也不肯放過！					
1045	1045		841	量小非君子，無毒不丈夫，為了成就一番大的事業，也只好委屈一下真兒了。					
1045	1045		841	影楓，我知道你喜歡真兒，如果你願意加入無憂教，我就把她許配給你，將來的教主之位就是你的！屆時你便可以坐擁整個江湖，你到底還在猶豫什麼？					think
1045	1045		765	聽起來倒是很動人，但是我不會答應你的！					cool
1045	1045		841	哼，楊影楓！我的忍耐是有限度的，現在我給你最後一次機會，你到底答不答應加入我無憂教？					
1045	1045		765	絕不！					
1045	1045		841	既然你如此固執，那就別怪老夫不念舊情了！					angry
1046	1046				據說血書放在了一塊石頭下，山下石頭這麼多，會是哪一塊呢？				
1046	1046				待我仔細尋找一番。				
1047	1047		747	噫！這裡果然有封信！					
1047	1047		719	（獨孤劍得到一封血書）					
1047	1047		747	原來是一張名單：柳中原、顧楓、無虛、韓……咦？名單被撕去了一角，“韓”後面的字和另外一個人的名字看不到了，會是誰呢？					
1047	1047		747	這份名單有什麼特別的含義呢？看來還是趕快去找柳前輩吧……					
1048	1048				長途跋涉多日總算是到這武夷山下，接下來只要穿過這九猴洞就便可到達武夷派了！				
1048	1048				唔，當初一代大俠獨孤劍也是走過這個古怪的山洞？				
1049	1049				這裡就是福緣莊？獨孤劍和張如夢的初識之地？				
1049	1049				據說他們曾在此處揍了一個不知廉恥的無賴一頓。				
1050	1050		848	其實我覺得宰相之意甚是，送些金銀美女，保我江山太平，又有何不好？你們說是不是？					
1050	1050		846	路大爺說的有理，那些金人咱們是惹不起的，還是同他們講和比較好。					
1051	1051		853	哼，光天化日之下你們竟敢強搶民女，讓本姑娘遇上，算你們倒楣！接招！					
1051	1051		851	張姑娘不愧是“飛劍客”張風的女兒，這一招“滿城花雨”果然不同凡響。					
1051	1051		853	你們到處擄掠良家女子，究竟想幹什麼？					
1051	1051		851	我不會為難你和那些姑娘的，只要從你父親那裡把那件東西拿到手，我自然會放了你們。					
