szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
JingMaiHelp	同伴经脉		3	经脉冲穴			冲穴是指消耗真气、银两或特殊道具对经脉中的穴位提升境界，有一定的[FFFE0D]成功率[-]。每日[FFFE0D]成功[-]冲穴的次数有上限，次日[FFFE0D]4点[-]重置，可在经脉界面查看。
JingMaiHelp	同伴经脉		4	经脉属性			打通和提升穴位境界可以获得该穴位附加的各种属性或技能，对同伴和角色效果[FFFE0D]有所不同[-]。必须有[FFFE0D]同伴上阵[-]后，经脉属性才会生效。
WeddingHelp	婚姻须知		1	预定婚礼规则①			[FFFE0D]「庄园·晚樱连理」婚礼[-]无需预定，申请后婚礼立刻开始。\n[FFFE0D]「海岛·红鸾揽月」婚礼[-]可以提前[FFFE0D]7天[-]预定，每天只接受一个预约。\n[FFFE0D]「舫舟·乘龙配凤」婚礼[-]可以提前[FFFE0D]3周[-]预定，每个自然周只接受一个预约。
WeddingHelp	婚姻须知		2	预定婚礼规则②			·婚礼一经预定后不可更换日期，但可以更换更高档次的婚礼。\n·预定的婚礼逾期后，可以[FF6464FF]60天内[-]补交一半的费用重新申请，或者缴纳全额费用申请其他档次的婚礼。
WeddingHelp	婚姻须知		3	解除订婚关系			·找红娘可以申请解除订婚关系。\n·如果已经预定了婚礼，解除关系后预定的婚礼将被取消，所花费的金额不退还。
WeddingHelp	婚姻须知		4	婚礼举办规则			只能在每天的[FFFE0D]10:00~24:00时间段[-]举办婚礼。
WeddingHelp	婚姻须知		5	离婚规则①			·协议离婚：双方组队找红娘申请，申请后立即解除婚姻关系。\n·强制离婚：单方找红娘申请，需要 [FFFE0D]至少24小时[-] 的确认时间，提出申请的一方需要花费[FFFE0D]1000元宝[-]，期间随时可以取消申请。
WeddingHelp	婚姻须知		6	离婚规则②			·新婚[FFFE0D]30天内[-]禁止离婚\n·若一方离线超过[FFFE0D]14天[-]，则申请强制离婚无任何消耗。
WeddingHelp	婚姻须知		7	离婚规则③			正式离婚后将会回收双方的[FFFE0D]婚服、婚书、婚戒、夫妻称号、结婚家具[-]，双方降低亲密度，并且自动搬离对方的家园。
MarriageMDHelp	结婚纪念日须知		1	结婚纪念日	MarriageMDHelp		结婚纪念日有：1个月、6个月、1周年\n下个纪念日为：[FFFE0D]%s（成婚%s）[-][00FF00][url=openwnd:查看奖励, AttributeDescription, '', false, 'MarriageMDRewards_%d'][-]
MarriageMDHelp	结婚纪念日须知		2	奖励领取方式			到达结婚纪念日后，需[FFFE0D]夫妻双方组队[-]前往[00FF00][url=npc:红娘, 2372, 10][-]处领取纪念日奖励。
CashGiftHelp	礼金须知		1	证婚人			拜堂阶段，礼金榜[FFFE0D]前4名[-]宾客将成婚[FFFE0D]证婚人[-]于主席台见证新人完婚。
