Desc	ActEventID	EventType	Frame	EventName	EventParam1	EventParam2	EventParam3	EventParam4	EventParam5	EventParamStr
血戰八方	2108	2	5	CastSkill	2109					
血戰八方	2108	2	10	CastSkill	2109					
血戰八方	2108	2	15	CastSkill	2109					
血戰八方	2108	2	20	CastSkill	2109					
血戰八方	2108	2	25	CastSkill	2109					
血戰八方	2108	2	30	CastSkill	2109					
血戰八方	2108	2	35	CastSkill	2109					
血戰八方	2108	2	40	CastSkill	2109					
血戰八方	2108	2	45	CastSkill	2109					
血戰八方	2108	2	50	CastSkill	2109					
血戰八方	2108	2	55	CastSkill	2109					
血戰八方	2108	2	60	CastSkill	2109					
血戰八方	2108	2	65	CastSkill	2109					
血戰八方	2108	2	70	CastSkill	2109					
血戰八方	2108	2	75	CastSkill	2109					
血戰八方	2108	3		ClearEffect	210					
血戰八方_子1	2109	1		CastSkill	2109					
血戰八方_子1	2109	1		PlayEffect	210					
血戰八方_子1	2109	3		UnbindEffect	210					
血戰八方_子2	2110	1		CastSkill	2110					
金鐘罩	2111	1		CastSkill	2111					
金鐘罩	2111	1		PlayEffect	9077					
金鐘罩	2111	1		PlaySound	5213					
峨嵋劍法	2112	1		CrossFade	1					
峨嵋劍法	2112	1		InstantDir	1000					
峨嵋劍法	2112	1		LinkSkillInit	20	2113				
峨嵋劍法	2112	1		PlayEffect	301					
峨嵋劍法	2112	2	1	PlaySound	5301					
峨嵋劍法	2112	2	1	CanDoSkill						
峨嵋劍法	2112	2	3	CastSkill	2112					
峨嵋劍法	2112	2	3	PlayShake	30	100	1	1		
峨嵋劍法	2112	2	5	CastLinkSkill						
峨嵋劍法	2112	2	5	CanDoRun						
峨嵋劍法2	2113	1		CrossFade	1					
峨嵋劍法2	2113	1		InstantDir	1000					
峨嵋劍法2	2113	1		LinkSkillInit	20	2114				
峨嵋劍法2	2113	1		PlayEffect	302					
峨嵋劍法2	2113	1		PlaySound	5302					
峨嵋劍法2	2113	2	1	CanDoSkill						
峨嵋劍法2	2113	2	2	CastSkill	2113					
峨嵋劍法2	2113	2	2	PlayShake	30	100	1	1		
峨嵋劍法2	2113	2	7	CastLinkSkill						
峨嵋劍法2	2113	2	5	CanDoRun						
峨嵋劍法3	2114	1		CrossFade	1					
峨嵋劍法3	2114	1		InstantDir	1000					
峨嵋劍法3	2114	1		LinkSkillInit	20	2115				
峨嵋劍法3	2114	1		PlayEffect	303					
峨嵋劍法3	2114	2	1	PlaySound	5303					
峨嵋劍法3	2114	2	1	CanDoSkill						
峨嵋劍法3	2114	2	3	CastSkill	2114					
峨嵋劍法3	2114	2	5	PlayShake	30	100	1	1		
峨嵋劍法3	2114	2	10	CastLinkSkill						
峨嵋劍法3	2114	2	8	CanDoRun						
峨嵋劍法4	2115	1		CrossFade	1					
峨嵋劍法4	2115	1		InstantDir	1000					
峨嵋劍法4	2115	1		PlayEffect						
峨嵋劍法4	2115	2	4	PlaySound	5304					
峨嵋劍法4	2115	2	1	CanDoSkill						
峨嵋劍法4	2115	2	3	CastSkill	2115					
峨嵋劍法4	2115	2	5	PlayShake	60	160	1	1		
峨嵋劍法4	2115	2	6	CanDoRun						
峨嵋劍法4	2115	3		CrossFade	500					
慈航普度	2116	1		CrossFade	1					
慈航普度	2116	1		InstantDir	1000					
慈航普度	2116	2	6	CastSkill	2116					
慈航普度	2116	1		PlayEffect	6307			1		
慈航普度	2116	1		PlayEffect	9026			11		
白露凝霜	2118	1		CrossFade	1					
白露凝霜	2118	1		InstantDir	1000					
白露凝霜	2118	1		PlayEffect						
白露凝霜	2118	2	7	CastSkill	2118					
江海凝波	2119	1		CrossFade	1					
江海凝波	2119	1		InstantDir	1000					
江海凝波	2119	1		PlayEffect	6311			1	10	
江海凝波	2119	2	11	CastSkill	2119					
江海凝波_子	2120	1		CastSkill	2120					
天舞寶輪	2121	1		CrossFade	1					
天舞寶輪	2121	1		InstantDir	1000					
天舞寶輪	2121	1		CastSkill	2121					
天舞寶輪	2121	1		PlayEffect	312					
天舞寶輪	2121	3		CrossFade	850					
天舞寶輪_子	2122	1		CastSkill	2122					
桃花箭術	2123	1		CrossFade	1					
桃花箭術	2123	1		InstantDir	1000					
桃花箭術	2123	1		PlaySound	5401					
桃花箭術	2123	2	1	CanDoSkill						
桃花箭術	2123	2	1	CastSkill	2123					
桃花箭術	2123	1	0	LinkSkillInit	20	2124				
桃花箭術	2123	1	0	PlayEffect	6401					
桃花箭術	2123	2	4	CanDoRun						
桃花箭術	2123	2	5	CastLinkSkill						
桃花箭術	2123	2	3	PlayShake	30	200	1	1		
桃花箭術	2123	3		UnbindEffect	6401					
桃花箭術2	2124	1		CrossFade	500					
桃花箭術2	2124	1		InstantDir	1000					
桃花箭術2	2124	2	2	PlaySound	5402					
桃花箭術2	2124	2	1	CanDoSkill						
桃花箭術2	2124	2	3	CastSkill	2124					
桃花箭術2	2124	1	0	LinkSkillInit	20	2125				
桃花箭術2	2124	2	1	PlayEffect	6402					
桃花箭術2	2124	2	4	CanDoRun						
桃花箭術2	2124	2	5	CastLinkSkill						
桃花箭術2	2124	2	3	PlayShake	40	200	1	1		
桃花箭術2	2124	3		UnbindEffect	6402					
桃花箭術3	2125	1		CrossFade	500					
桃花箭術3	2125	1		InstantDir	1000					
桃花箭術3	2125	2	2	PlaySound	5403					
桃花箭術3	2125	2	1	CanDoSkill						
桃花箭術3	2125	2	3	CastSkill	2125					
桃花箭術3	2125	1	0	LinkSkillInit	20	2126				
桃花箭術3	2125	2	1	PlayEffect	6402					
桃花箭術3	2125	2	6	CanDoRun						
桃花箭術3	2125	2	7	CastLinkSkill						
桃花箭術3	2125	2	5	PlayShake	40	200	1	1		
桃花箭術3	2125	3		UnbindEffect	6402					
桃花箭術4	2126	1		CrossFade	500					
桃花箭術4	2126	1		InstantDir	1000					
桃花箭術4	2126	2	6	PlaySound	5404					
桃花箭術4	2126	2	1	CanDoSkill						
桃花箭術4	2126	2	5	CastSkill	2126					
桃花箭術4	2126	1	0	PlayEffect	6403					
桃花箭術4	2126	2	6	PlayShake	50	200	1	1		
桃花箭術4	2126	2	8	CanDoRun						
桃花箭術4	2126	3		UnbindEffect	6403					
火鳳燎原	2127	1		CastSkill	2127					
火鳳燎原	2127	1		PlayEffect	6406					
飛火流星	2128	1		CrossFade	1					
飛火流星	2128	1		InstantDir	1000					
飛火流星	2128	1		PlayEffect	6407					
飛火流星	2128	2	11	CastSkill	2128					
飛火流星	2128	2	11	PlayShake	60	160	1	1		
飛火流星_效果	2129	2	3	CastSkill	2129					
九曜連珠	2130	1		PlayEffect	6410					
九曜連珠	2130	1		CrossFade	1					
九曜連珠	2130	1		InstantDir	1000					
九曜連珠	2130	2	8	CastSkill	2130					
九曜連珠	2130	2	8	PlayShake	60	160	1	1		
九曜連珠	2130	3		UnbindEffect	6410					
九曜連珠_子	2131	1		CastSkill	2131					
穿雲破月	2132	1		CrossFade	1					
穿雲破月	2132	1		InstantDir	1000					
穿雲破月	2132	1		PlayEffect	6412					
穿雲破月	2132	2	10	CastSkill	2132					
穿雲破月	2132	2	15	PlayShake	60	160	1	1		
穿雲破月	2132	3		UnbindEffect	6412					
穿雲破月_主效果	2133	1		CastSkill	2133					
穿雲破月_輔效果1	2134	1		CastSkill	2134					
穿雲破月_輔效果2	2135	1		CastSkill	2135					
穿雲破月_傷害	2136	1		CastSkill	2136					
逍遙槍法1	2137	1		CrossFade	1					
逍遙槍法1	2137	1		InstantDir	1000					
逍遙槍法1	2137	1		PlaySound	5501					
逍遙槍法1	2137	2	3	CastSkill	2137					
逍遙槍法1	2137	1	0	LinkSkillInit	20	2138				
逍遙槍法1	2137	2	1	CanDoSkill						
逍遙槍法1	2137	2	0	PlayEffect	501					
逍遙槍法1	2137	2	5	CanDoRun						
逍遙槍法1	2137	2	5	CastLinkSkill						
逍遙槍法1	2137	2	3	PlayShake	30	120	1	1		
逍遙槍法1	2137	2	3	MovePos	20	20	100			
逍遥枪法2	2138	1		CrossFade	1					
逍遥枪法2	2138	1		InstantDir	1000					
逍遥枪法2	2138	2	1	PlaySound	5502					
逍遥枪法2	2138	2	4	CastSkill	2138					
逍遥枪法2	2138	1	0	LinkSkillInit	20	2139				
逍遥枪法2	2138	2	1	CanDoSkill						
逍遥枪法2	2138	2	0	PlayEffect	502				-1	
逍遥枪法2	2138	2	6	CanDoRun						
逍遥枪法2	2138	2	6	CastLinkSkill						
逍遥枪法2	2138	2	4	PlayShake	30	120	1	1		
逍遥枪法2	2138	2	4	MovePos	40	40	150			
逍遥枪法3	2139	1		CrossFade	1					
逍遥枪法3	2139	1		InstantDir	1000					
逍遥枪法3	2139	1		LinkSkillInit	20	2140				
逍遥枪法3	2139	1		PlaySound	5503					
逍遥枪法3	2139	2	1	CanDoSkill						
逍遥枪法3	2139	2	0	PlayEffect	503				-1	
逍遥枪法3	2139	2	4	CastSkill	2139					
逍遥枪法3	2139	2	7	CastSkill	534					
逍遥枪法3	2139	2	4	PlayShake	30	150	1	1		
逍遥枪法3	2139	2	7	PlayShake	30	150	1	1		
逍遥枪法3	2139	2	6	CanDoRun						
逍遥枪法3	2139	2	8	CastLinkSkill						
逍遥枪法3	2139	2	3	MovePos	70	50	130			
逍遥枪法4	2140	1		CrossFade	1					
逍遥枪法4	2140	1		InstantDir	1000					
逍遥枪法4	2140	1		PlaySound	5504					
逍遥枪法4	2140	2	1	CanDoSkill						
逍遥枪法4	2140	2	4	CastSkill	2140					
逍遥枪法4	2140	2	0	PlayEffect	504				-1	
逍遥枪法4	2140	2	7	PlayShake	120	180	1	1		
逍遥枪法4	2140	2	8	CanDoRun						
逍遥枪法4	2140	2	8	UnbindEffect	504					
逍遥枪法4	2140	2	4	MovePos	60	60	150			
鬥轉星移	2141	1		CrossFade	1					
鬥轉星移	2141	1		InstantDir	1000					
鬥轉星移	2141	1		PlayEffect	6506					
鬥轉星移	2141	2	10	CastSkill	2141					
鬥轉星移	2141	2	11	PlaySound	5507					
鬥轉星移	2141	2	17	CanDoRun						
鬥轉星移	2141	3		UnbindEffect	6506					
鬥轉星移_子	2142	1		CastSkill	2142					
七探蛇盤	2143	1		PlayEffect	6507				10	
七探蛇盤	2143	1		CrossFade	1					
七探蛇盤	2143	1		InstantDir	1000					
七探蛇盤_子1	2144	1		PlaySound	5508					
七探蛇盤_子1	2144	1		RetsetPos						
七探蛇盤_子1	2144	1		CrossFade	1					
七探蛇盤_子1	2144	1		InstantDir	1000					
七探蛇盤_子1	2144	1		CastSkill	2144					
七探蛇盘_子2	2145	1		CrossFade	1					
七探蛇盘_子2	2145	1		InstantDir	1000					
七探蛇盘_子2	2145	3		CastSkill	2145					
七探蛇盘_子3	2146	1		PlaySound	5509					
七探蛇盘_子3	2146	2	3	PlayEffect	508					
七探蛇盘_子3	2146	2	4	CanDoRun						
七探蛇盘_子3	2146	3		CrossFade	1					
七探蛇盘_子3	2146	3		UnbindEffect	508					
白虹貫日	2147	1		CrossFade	1					
白虹貫日	2147	1		InstantDir	1000					
白虹貫日	2147	1		CastSkill	2148					
白虹貫日	2147	1		PlayEffect	510	1				
白虹貫日	2147	2	8	ClearEffect	510					
白虹貫日	2147	3		ClearEffect	510					
白虹貫日	2147	2	7	CanDoRun						
白虹貫日_子1	2148	1		CastSkill	2148					
白虹貫日_子1	2148	2	7	CanDoRun						
風捲殘雲	2150	1		CrossFade	1					
風捲殘雲	2150	1		InstantDir	1000					
風捲殘雲	2150	1		PlayEffect	513					
風捲殘雲	2150	2	6	CastSkill	2150					
風捲殘雲	2150	2	9	PlayShake	80	160	1	1		
風捲殘雲	2150	2	20	CanDoRun						
風捲殘雲	2150	3		UnbindEffect	513					
卓非凡衝刺	2151	1		CrossFade	1					
卓非凡衝刺	2151	1		InstantDir	1000					
卓非凡衝刺	2151	1		CastSkill	2152					
卓非凡衝刺_子	2152	1		CastSkill	2152					
武當劍法	2153	1		CrossFade	1					
武當劍法	2153	1		InstantDir	1000					
武當劍法	2153	1		LinkSkillInit	20	2154				
武當劍法	2153	1		PlayEffect	6601				-1	
武當劍法	2153	2	1	PlaySound	5601					
武當劍法	2153	2	1	CanDoSkill						
武當劍法	2153	2	4	CastSkill	2153					
武當劍法	2153	2	6	PlayShake	30	100	1	1		
武當劍法	2153	2	7	CastLinkSkill						
武當劍法	2153	2	5	CanDoRun						
武當劍法2	2154	1		CrossFade	1					
武當劍法2	2154	1		InstantDir	1000					
武當劍法2	2154	1		LinkSkillInit	20	2155				
武當劍法2	2154	1		PlayEffect	6602				-1	
武當劍法2	2154	1		PlaySound	5602					
武當劍法2	2154	2	1	UnbindEffect	6602					
武當劍法2	2154	2	1	CanDoSkill						
武當劍法2	2154	2	2	CastSkill	2154					
武當劍法2	2154	2	2	PlayShake	30	100	1	1		
武當劍法2	2154	2	5	CastLinkSkill						
武當劍法2	2154	2	6	CanDoRun						
武当剑法3	2155	1		CrossFade	1					
武当剑法3	2155	1		InstantDir	1000					
武当剑法3	2155	1		LinkSkillInit	20	2156				
武当剑法3	2155	1		PlayEffect	6603				-1	
武当剑法3	2155	2	1	UnbindEffect	6603					
武当剑法3	2155	2	1	PlaySound	5603					
武当剑法3	2155	2	1	CanDoSkill						
武当剑法3	2155	2	3	CastSkill	2155					
武当剑法3	2155	2	5	PlayShake	40	150	1	1		
武当剑法3	2155	2	8	CastLinkSkill						
武当剑法3	2155	2	8	CanDoRun						
武当剑法4	2156	1		CrossFade	1					
武当剑法4	2156	1		InstantDir	1000					
武当剑法4	2156	1		PlayEffect	6604				-1	
武当剑法4	2156	2	1	UnbindEffect	6604					
武当剑法4	2156	2	4	PlaySound	5604					
武当剑法4	2156	2	1	CanDoSkill						
武当剑法4	2156	2	5	CastSkill	2156					
武当剑法4	2156	2	8	PlayShake	60	160	1	1		
武当剑法4	2156	2	8	CanDoRun						
武当剑法4	2156	3		CrossFade	500					
劍飛驚天	2161	1		CrossFade	1					
劍飛驚天	2161	1		InstantDir	1000					
劍飛驚天	2161	1		PlayEffect	6609				-1	
劍飛驚天	2161	1		PlayEffect	3609			17	-1	
劍飛驚天	2161	2	9	UnbindEffect	6609					
劍飛驚天	2161	2	8	CastSkill	2161					
劍飛驚天	2161	2	7	PlayShake	60	160	1	1		
劍飛驚天	2161	2	10	CanDoRun						
劍飛驚天_子	2162	1		CastSkill	2162					
人劍合一	2163	1		CrossFade	1					
人劍合一	2163	1		InstantDir	1000					
人劍合一	2163	1		PlayEffect	6611				-1	
人劍合一	2163	1		PlayEffect	3611				-1	
人劍合一	2163	2	4	UnbindEffect	6611					
人劍合一	2163	2	4	UnbindEffect	3611					
人劍合一	2163	2	3	CastSkill	2163					
人劍合一	2163	2	10	PlayShake	60	160	1	1		
人劍合一	2163	2	11	CanDoRun						
人劍合一_子	2164	1		CastSkill	2164					
坐忘無我	2165	2	7	PlayEffect	6613					
坐忘無我	2165	2	8	CastSkill	2165					
坐忘無我	2165	2	9	CanDoRun						
天地無極	2166	1		CrossFade	1					
天地無極	2166	1		InstantDir	1000					
天地無極	2166	2	6	PlayEffect	6615				-1	
天地無極	2166	2	15	PlayEffect	6616				-1	
天地無極	2166	2	4	CastSkill	2166					
天地無極	2166	2	4	CastSkill	641					
天地無極	2166	2	14	CastSkill	2167					
天地無極	2166	2	14	CastSkill	642					
天地無極	2166	2	19	CanDoRun						
天地無極	2166	2	7	UnbindEffect	6615					
天地無極	2166	2	16	UnbindEffect	6616					
天地無極_子	2167	1		CastSkill	2167					
天忍刺殺術	2168	1		PlaySound	5701					
天忍刺殺術	2168	1		RemoveBuff	2177					
天忍刺殺術	2168	1		CrossFade	1					
天忍刺殺術	2168	1		InstantDir	1000					
天忍刺殺術	2168	1	0	LinkSkillInit	20	2169				
天忍刺殺術	2168	2	1	CanDoSkill						
天忍刺殺術	2168	2	3	CastSkill	2168					
天忍刺殺術	2168	1		PlayEffect	701				3	
天忍刺殺術	2168	2	3	UnbindEffect	701					
天忍刺殺術	2168	2	4	CanDoRun						
天忍刺殺術	2168	2	5	CastLinkSkill						
天忍刺殺術	2168	2	3	PlayShake	30	120	1	1		
天忍刺殺術	2168	2	3	MovePos	20	20	120			
天忍刺殺術2	2169	1		PlaySound	5702					
天忍刺殺術2	2169	1		RemoveBuff	2177					
天忍刺殺術2	2169	1		CrossFade	1					
天忍刺殺術2	2169	1		InstantDir	1000					
天忍刺殺術2	2169	2	1	CanDoSkill						
天忍刺殺術2	2169	2	3	CastSkill	2169					
天忍刺殺術2	2169	1		LinkSkillInit	20	2170				
天忍刺殺術2	2169	1		PlayEffect	702				-1	
天忍刺殺術2	2169	2	3	UnbindEffect	702					
天忍刺殺術2	2169	2	4	CanDoRun						
天忍刺殺術2	2169	2	4	CastLinkSkill						
天忍刺殺術2	2169	2	3	PlayShake	30	120	1	1		
天忍刺殺術2	2169	2	3	MovePos	50	50	120			
天忍刺杀术3	2170	1		PlaySound	5703					
天忍刺杀术3	2170	1		RemoveBuff	2177					
天忍刺杀术3	2170	1		CrossFade	1					
天忍刺杀术3	2170	1		InstantDir	1000					
天忍刺杀术3	2170	1	0	LinkSkillInit	20	2171				
天忍刺杀术3	2170	2	1	CanDoSkill						
天忍刺杀术3	2170	2	3	CastSkill	2170					
天忍刺杀术3	2170	2	5	UnbindEffect	703					
天忍刺杀术3	2170	2	6	CanDoRun						
天忍刺杀术3	2170	2	8	CastLinkSkill						
天忍刺杀术3	2170	1		PlayEffect	703				-1	
天忍刺杀术3	2170	2	5	PlayShake	60	200	1	1		
天忍刺杀术3	2170	2	4	MovePos	60	60	100			
天忍刺杀术4	2171	1		PlaySound	5704					
天忍刺杀术4	2171	1		RemoveBuff	2177					
天忍刺杀术4	2171	1		CrossFade	500					
天忍刺杀术4	2171	1		InstantDir	1000					
天忍刺杀术4	2171	2	1	CanDoSkill						
天忍刺杀术4	2171	2	3	CastSkill	2171					
天忍刺杀术4	2171	1		PlayEffect	704				-1	
天忍刺杀术4	2171	2	4	PlayShake	80	200	1	1		
天忍刺杀术4	2171	2	5	UnbindEffect	704					
天忍刺杀术4	2171	2	6	CanDoRun						
天忍刺杀术4	2171	2	3	MovePos	70	70	120			
魔焰在天	2172	1		PlayEffect	6705				-1	
魔焰在天	2172	2	5	CastSkill	2172					
魔焰在天	2172	2	8	CanDoRun						
死亡迴旋	2175	1		RemoveBuff	2177					
死亡迴旋	2175	1		CrossFade	1					
死亡迴旋	2175	1		InstantDir	1000					
死亡迴旋	2175	2	6	PlayEffect	6709				-1	
死亡迴旋	2175	2	7	PlayShake	80	180	1	1		
死亡迴旋	2175	2	7	PlayEffect	6708				-1	
死亡迴旋	2175	2	6	CastSkill	2175					
死亡迴旋	2175	2	10	CanDoRun						
死亡迴旋	2175	2	7	UnbindEffect	6709					
死亡迴旋	2175	2	8	UnbindEffect	6708					
血月之影	2177	2	3	PlayEffect	711				-1	
血月之影	2177	2	3	CastSkill	2177					
血月之影	2177	2	8	CanDoRun						
血月之影	2177	2	8	UnbindEffect	711					
血月之影_普攻1	2179	1		PlaySound	5701					
血月之影_普攻1	2179	1		RemoveBuff	2177					
血月之影_普攻1	2179	1		CrossFade	1					
血月之影_普攻1	2179	1		InstantDir	1000					
血月之影_普攻1	2179	1	0	LinkSkillInit	20	2169				
血月之影_普攻1	2179	2	1	CanDoSkill						
血月之影_普攻1	2179	2	3	CastSkill	2179					
血月之影_普攻1	2179	1		PlayEffect	6714				3	
血月之影_普攻1	2179	2	3	UnbindEffect	6714					
血月之影_普攻1	2179	2	4	CanDoRun						
血月之影_普攻1	2179	2	5	CastLinkSkill						
血月之影_普攻1	2179	2	3	PlayShake	30	120	1	1		
血月之影_普攻1	2179	2	3	MovePos	20	10	120			
血月之影_普攻2	2180	1		PlaySound	5702					
血月之影_普攻2	2180	1		RemoveBuff	2177					
血月之影_普攻2	2180	1		CrossFade	1					
血月之影_普攻2	2180	1		InstantDir	1000					
血月之影_普攻2	2180	2	1	CanDoSkill						
血月之影_普攻2	2180	2	3	CastSkill	2180					
血月之影_普攻2	2180	1		LinkSkillInit	20	2170				
血月之影_普攻2	2180	1		PlayEffect	6715				-1	
血月之影_普攻2	2180	2	3	UnbindEffect	6715					
血月之影_普攻2	2180	2	4	CanDoRun						
血月之影_普攻2	2180	2	4	CastLinkSkill						
血月之影_普攻2	2180	2	3	PlayShake	30	120	1	1		
血月之影_普攻2	2180	2	3	MovePos	100	60	120			
血月之影_普攻3	2181	1		PlaySound	5703					
血月之影_普攻3	2181	1		RemoveBuff	2177					
血月之影_普攻3	2181	1		CrossFade	1					
血月之影_普攻3	2181	1		InstantDir	1000					
血月之影_普攻3	2181	1		PlayEffect	6716				-1	
血月之影_普攻3	2181	1	0	LinkSkillInit	20	2171				
血月之影_普攻3	2181	2	1	CanDoSkill						
血月之影_普攻3	2181	2	3	CastSkill	2181					
血月之影_普攻3	2181	2	5	UnbindEffect	6716					
血月之影_普攻3	2181	2	6	CanDoRun						
血月之影_普攻3	2181	2	8	CastLinkSkill						
血月之影_普攻3	2181	2	5	PlayShake	80	180	1	1		
血月之影_普攻3	2181	2	4	MovePos	120	120	100			
血月之影_普攻4	2182	1		PlaySound	5704					
血月之影_普攻4	2182	1		RemoveBuff	2177					
血月之影_普攻4	2182	1		CrossFade	500					
血月之影_普攻4	2182	1		InstantDir	1000					
血月之影_普攻4	2182	2	1	CanDoSkill						
血月之影_普攻4	2182	2	3	CastSkill	2182					
血月之影_普攻4	2182	1		PlayEffect	6717				-1	
血月之影_普攻4	2182	2	3	PlayShake	100	180	1	1		
血月之影_普攻4	2182	2	5	UnbindEffect	6717					
血月之影_普攻4	2182	2	6	CanDoRun						
血月之影_普攻4	2182	2	3	MovePos	140	140	120			
攝魂亂心	2183	1		RemoveBuff	2177					
攝魂亂心	2183	2	7	PlayEffect	6722					
攝魂亂心	2183	2	7	CastSkill	2185					
攝魂亂心	2183	2	7	CastSkill	2183					
攝魂亂心	2183	2	8	PlayShake	40	180	1	1		
攝魂亂心	2183	2	9	UnbindEffect	6722					
攝魂亂心	2183	2	10	CanDoRun						
少林棍法	2186	1		CrossFade	1					
少林棍法	2186	1		InstantDir	1000					
少林棍法	2186	1		PlayEffect	261				3	
少林棍法	2186	1		LinkSkillInit	20	2187				
少林棍法	2186	1		PlaySound	5801					
少林棍法	2186	2	1	CanDoSkill						
少林棍法	2186	2	4	CastSkill	2186					
少林棍法	2186	2	5	CanDoRun						
少林棍法	2186	2	5	CastLinkSkill						
少林棍法	2186	2	4	PlayShake	30	120	1	1		
少林棍法	2186	2	4	MovePos	50	50	160			
少林棍法2	2187	1		CrossFade	1					
少林棍法2	2187	1		InstantDir	1000					
少林棍法2	2187	1		PlayEffect	262				-1	
少林棍法2	2187	1		LinkSkillInit	20	2188				
少林棍法2	2187	1		PlaySound	5802					
少林棍法2	2187	2	1	UnbindEffect	262					
少林棍法2	2187	2	1	CanDoSkill						
少林棍法2	2187	2	4	CastSkill	2187					
少林棍法2	2187	2	6	CanDoRun						
少林棍法2	2187	2	8	CastLinkSkill						
少林棍法2	2187	2	5	PlayShake	50	120	1	1		
少林棍法2	2187	2	5	MovePos	50	50	160			
少林棍法3	2188	1		CrossFade	1					
少林棍法3	2188	1		InstantDir	1000					
少林棍法3	2188	1		PlayEffect	263				-1	
少林棍法3	2188	1		LinkSkillInit	20	2189				
少林棍法3	2188	1		PlaySound	5803					
少林棍法3	2188	2	1	UnbindEffect	263					
少林棍法3	2188	2	1	CanDoSkill						
少林棍法3	2188	2	4	CastSkill	2188					
少林棍法3	2188	2	5	CanDoRun						
少林棍法3	2188	2	5	CastLinkSkill						
少林棍法3	2188	2	5	PlayShake	100	180	1	1		
少林棍法3	2188	2	5	MovePos	35	35	130			
少林棍法4	2189	1		CrossFade	500					
少林棍法4	2189	1		InstantDir	1000					
少林棍法4	2189	1		PlayEffect	264				-1	
少林棍法4	2189	1		PlaySound	5804					
少林棍法4	2189	2	4	UnbindEffect	264					
少林棍法4	2189	2	1	CanDoSkill						
少林棍法4	2189	2	3	CastSkill	2189					
少林棍法4	2189	2	3	PlayShake	120	180	1	1		
少林棍法4	2189	2	5	CanDoRun						
少林棍法4	2189	2	3	MovePos	35	35	130			
降龍棍	2190	1		CrossFade	1					
降龍棍	2190	1		InstantDir	1000					
降龍棍	2190	1		PlayEffect	266				-1	
降龍棍	2190	1		PlaySound	5806					
降龍棍	2190	2	1	UnbindEffect	266					
降龍棍	2190	2	3	PlayShake	140	200	1	1		
降龍棍	2190	2	2	CastSkill	2190					
降龍棍	2190	2	4	CanDoRun						
大力金剛指	2191	1		CrossFade	1					
大力金剛指	2191	1		InstantDir	1000					
大力金剛指	2191	1		PlaySound	5807					
大力金剛指	2191	2	0	PlayEffect	268				-1	
大力金剛指	2191	2	1	UnbindEffect	268					
大力金剛指	2191	2	2	CastSkill	2191					
大力金剛指	2191	2	2	PlayShake	60	180	1	1		
大力金剛指	2191	2	9	CanDoRun						
大力金剛指	2191	3		CrossFade	500					
金剛伏魔	2192	1		CrossFade	1					
金剛伏魔	2192	1		InstantDir	1000					
金剛伏魔	2192	1		PlaySound	5808					
金剛伏魔	2192	1		CastSkill	2192					
金剛伏魔	2192	1		CastSkill	289					
金剛伏魔	2192	1		PlayEffect	270				-1	
十二擒龍手	2193	1		PlayEffect	272					
十二擒龍手	2193	1		PlaySound	5809					
十二擒龍手	2193	2	1	UnbindEffect	272					
十二擒龍手	2193	2	4	CastSkill	2193					
十二擒龍手	2193	2	4	PlayShake	80	160	1	1		
狼王爪擊	2251	1		CastSkill	2251					
狂奔突襲_子1	2253	1		RetsetPos						
狂奔突襲_子1	2253	1		CrossFade	1					
狂奔突襲_子1	2253	1		InstantDir	1000					
狂奔突襲_子1	2253	1		PlayEffect	508					
狂奔突襲_子1	2253	2	6	CastSkill	2253					
狂奔突襲_子2	2254	2	3	PlayEffect	508					
狂奔突襲_子2	2254	3		CrossFade	1					
狂奔突襲_子2	2254	3		UnbindEffect	508					
狂暴噬血	2255	1		CastSkill	2255					
狂暴噬血	2255	1		PlayEffect	1367	1		16	270	
狂暴噬血	2255	1		PlayEffect	7367	1		15	270	
矩形8*2米	2341	1		CastSkill	2341					
矩形8*3米	2342	1		CastSkill	2342					
矩形8*2米_1秒	2343	1		DoCommonAct	7	2341		15		
矩形8*2米_1.5秒	2344	1		DoCommonAct	7	2341		22		
矩形8*2米_2秒	2345	1		DoCommonAct	7	2341		30		
矩形8*3米_1秒	2346	1		DoCommonAct	7	2342		15		
矩形8*3米_1.5秒	2347	1		DoCommonAct	7	2342		22		
矩形8*3米_2秒	2348	1		DoCommonAct	7	2342		30		
矩形30*2米	2349	1		CastSkill	2349					
矩形30*2米_2秒	2350	1		DoCommonAct	7	2349		30		
冰霜衝鋒	2351	1		CrossFade	1					
冰霜衝鋒	2351	1		InstantDir	1000					
冰霜衝鋒	2351	1		CastSkill	2352					
冰霜衝鋒	2351	1		CastSkill	2353					
冰霜衝鋒	2351	3		DoCommonAct	7			20		
冰霜衝鋒_傷害	2352	1		CastSkill	2352					
雷電衝鋒	2354	1		CrossFade	1					
雷電衝鋒	2354	1		InstantDir	1000					
雷電衝鋒	2354	1		CastSkill	2355					
雷電衝鋒	2354	1		CastSkill	2356					
雷電衝鋒	2354	3		DoCommonAct	7			20		
雷電衝鋒_傷害	2355	1		CastSkill	2355					
破土衝鋒	2357	1		CrossFade	1					
破土衝鋒	2357	1		InstantDir	1000					
破土衝鋒	2357	1		CastSkill	2358					
破土衝鋒	2357	1		CastSkill	2359					
破土衝鋒	2357	3		DoCommonAct	7			20		
破土衝鋒_傷害	2358	1		CastSkill	2359					
火焰衝鋒	2360	1		CrossFade	1					
火焰衝鋒	2360	1		InstantDir	1000					
火焰衝鋒	2360	1		CastSkill	2361					
火焰衝鋒	2360	1		CastSkill	2362					
