NpcResId	NpcResFile	ResAttribID	Desc	RunSoundID	DeathSoundID	HitSoundID	Height	Width	at_frame	at_cross	bat_frame	bat_cross	die_frame	die_event	die_cross	dz_frame	dz_cross	jf_frame	jf_cross	jfd_frame	jfd_cross	jt_frame	jt_cross	wlk_frame	wlk_cross	wlk_event	run_frame	run_cross	run_event	st_frame	st_cross	st_event	st01_frame	st01_cross	st02_frame	st02_cross	sta_frame	sta_cross	qg_frame	qg_cross	at01_frame	at01_cross	at01_event	at02_frame	at02_cross	at03_frame	at03_cross	at04_frame	at04_cross	jn01_frame	jn01_cross	jn02_frame	jn02_cross	jn03_frame	jn03_cross	jn04_frame	jn04_cross	jn05_frame	jn05_cross	ex01_frame	ex01_cross	jn02a_frame	jn02a_cross	jn02b_frame	jn02b_cross	qg01_frame	qg01_cross	qg02_frame	qg02_cross	qg03_frame	qg03_cross	qg04_frame	qg04_cross	qg05_frame	qg05_cross	jn04(dl)_frame	jn04(dl)_cross	jsrun_frame	jsrun_cross	dl_frame	dl_cross	jf_gz_frame	jf_gz_cross	zx_frame	zx_cross	zst_frame	zst_cross	ts01_frame	ts01_cross	ts02_frame	ts02_cross	ts03_frame	ts03_cross
610	Player/Npcs/Prefabs/m7_001_npc.prefab		藏劍心魔				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	17	0.09	13	0.1	15	0.1		18	0.1		30	0.1		70	0	30	0.1	20	0.1	25	0.06	9	0.1		8	0.08	10	0.08	15	0.1	13	0.05	17	0.05	11	0.05	17	0.05	63	0.15	5		5	0.08	10	0.01	19	0	5	0	13	0	18	0	20	0	28	0.15	20	0.4					15	0.05	30	0.1	15	0.05				
611	Player/Npcs/Prefabs/f7_001_npc.prefab		長歌心魔				1.9	0.5	38	0.1	8	0.1	20		0	30	0.1	35	0.09	17	0.09	12	0.1	15	0.1		16	0.1		30	0.1		65	0	30	0.1	30	0.1	25	0.06	13	0.1		12	0.08	14	0.08	14	0.1	14	0.05	15	0.05	16	0.05	17	0.15	47	0.1	5		5	0.08	5	0.01	18	0	7	0	13	0	18	0	20	0	28	0.15	20	0.4					15	0.05	30	0.1	15	0.05				
612	Player/critter/prefab/jh_bianpao01.prefab		結婚-開心爆竹				1.75	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	20	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	15	0.1		10	0.08	12	0.08	14	0.1	13	0.05	20	0.05	14	0.05	13	0.15	30	0.15	5		5	0.08	5	0.01	18	0	7	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
613	Player/critter/prefab/jh_lihe01.prefab		結婚-禮盒				1.75	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	20	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	15	0.1		10	0.08	12	0.08	14	0.1	13	0.05	20	0.05	14	0.05	13	0.15	30	0.15	5		5	0.08	5	0.01	18	0	7	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
614	Player/critter/prefab/jh_tongxinguo01.prefab		結婚-同心果				1.75	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	20	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	15	0.1		10	0.08	12	0.08	14	0.1	13	0.05	20	0.05	14	0.05	13	0.15	30	0.15	5		5	0.08	5	0.01	18	0	7	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
615	Player/Npcs/Prefabs/npc_033.prefab	61	蘇墨芸				2.5	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	30	0.05	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08			60																											
616	Player/Npcs/Prefabs/npc_077.prefab	61	納蘭真				2.5	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									50	0.05	40	0.05		
617	Player/Npcs/Prefabs/npc_044.prefab	61	陸文龍				2.5	0.5	16	0.1	6	0.1	18		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
618	Player/Npcs/Prefabs/npc_129.prefab	61	燕若雪				2.5	0.5	15	0.1	6	0.1	17		0			33	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
619	Player/Npcs/Prefabs/npc_174.prefab	61	古嫣然				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
620	Player/Npcs/Prefabs/npc_165.prefab	61	宋秋石				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
621	Player/Npcs/Prefabs/npc_150.prefab	61	璿璣子				2.5	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	19	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									25	0.05				
622	Player/Npcs/Prefabs/npc_116.prefab	61	道一真人				2.5	0.5	15	0.1	6	0.1	20		0			15	0.5	15	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08	15	0.1	15	0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
623	Player/Npcs/Prefabs/npc_122.prefab	61	端木睿				2.5	0.5	15	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
624	Player/Npcs/Prefabs/npc_pet001.prefab	61	黃暮雲				2.5	0.5	45	0.1	6	0.1	15		0			45	0.1	45	0.1	13	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	15	0.1		15	0.08	16	0.1			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0																								
625	Player/Npcs/Prefabs/npc_pet002.prefab	61	李恬兒				2.5	0.5	45	0.1	6	0.1	15		0			45	0.1	45	0.1	13	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	15	0.1		15	0.08	16	0.1			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0																								
626	Player/Npcs/Prefabs/npc_111.prefab	61	李天目				2.5	0.5	38	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	13	0.1		13	0.08	13	0.08	18	0.01	18	0.05	21	0.05	20	0.05	28	0.15	48	0.15	5		5	0.08	5	0.01	20	0	6	0	13	0	18	0	20	0	28	0.15	20	0.4														
627	Player/Npcs/Prefabs/npc_035.prefab	61	中原一點紅				2.5	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	38	0.4	15	0.1		15	0.08		0.1		0.1	5	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
628	Player/Npcs/Prefabs/npc_164.prefab	61	唐簡				2.5	0.5	16	0.1	6	0.1	26		0			30	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	28	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
629	Player/Npcs/Prefabs/npc_041.prefab	61	楊瑛				2.5	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	13	0.1		14	0.08	15	0.1	15	0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
630	Player/Npcs/Prefabs/npc_016.prefab	61	黑熊				2.5	0.5	16	0.1	6	0.1	18		0			10	0.5	10	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	10	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
631	Player/Npcs/Prefabs/npc_071.prefab	61	無怒				2.5	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
632	Player/Npcs/Prefabs/npc_175.prefab	61	唐仇				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
633	Player/Npcs/Prefabs/npc_170.prefab	61	何人我				2.5	0.5	16	0.1	6	0.1	19		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
634	Player/Npcs/Prefabs/npc_149.prefab	61	尹筱雨				2.5	0.5	16	0.1	6	0.1	16		0			14	0.5	14	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	20	0.2	43	0.4	15	0.1		14	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
635	Player/Npcs/Prefabs/npc_168.prefab	61	石軒轅				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
636	Player/Npcs/Prefabs/npc_205.prefab	61	武則天				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
637	Player/Npcs/Prefabs/npc_220.prefab	61	無字碑				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
638	Player/Npcs/Prefabs/npc_221.prefab	61	狄仁傑				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
639	Player/Npcs/Prefabs/npc_222.prefab	61	李元芳				2.5	0.5	16	0.1	6	0.1	20		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
640	Player/Npcs/Prefabs/boss001_y.prefab		靈魂-男（敵）				2.5	0.5	5	0.1	6	0.1	15		0			5	0.1	5	0.1		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
641	Player/Npcs/Prefabs/npc_002_y.prefab		靈魂-女（敵）				2.5	0.5	16	0.1	6	0.1	21		0			30	0.1	17	0.5		0.1	15	0.1		14	0.2		30	0.2		30	0.2	30	0.2	18	0.2		0.15	18	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
901	Player/Horse/Prefabs/Horse01.prefab		照夜玉獅子				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
902	Player/Horse/Prefabs/Horse02.prefab		棗紅馬				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
903	Player/Horse/Prefabs/Horse03.prefab		烏雲踏雪				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
904	Player/Horse/Prefabs/Horse04.prefab		逐日				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
905	Player/Horse/Prefabs/Horse05.prefab	801	絕影				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
906	Player/Horse/Prefabs/Horse05.prefab	802	裡飛沙				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
907	Player/Horse/Prefabs/Horse05.prefab	803	紅驪				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
908	Player/Horse/Prefabs/Horse05.prefab	804	綠蹤				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
909	Player/Horse/Prefabs/Horse06.prefab		追星逐日				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
910	Player/Horse/Prefabs/Horse07.prefab		小黑				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
911	Player/Horse/Prefabs/Horse08.prefab		白羽				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
912	Player/Horse/Prefabs/Horse09.prefab		寒霜				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
913	Player/Horse/Prefabs/Horse09_a.prefab		寒霜倩影				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
914	UI/Prefabs/NpcPrefabs/Horse08.prefab	806	萬里煙雲照				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
915	Player/Horse/Prefabs/Horse10.prefab		聖蹄				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
916	Player/Horse/Prefabs/Horse10_a.prefab		追風呼雷豹				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
917	Player/Horse/Prefabs/Horse11.prefab		龍馬				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
918	Player/Horse/Prefabs/Horse11_a.prefab		夢魘				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
919	Player/Horse/Prefabs/Horse10_b.prefab		抱月擁星駒				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
920	Player/Horse/Prefabs/Horse15.prefab	202	紫幽靈鹿				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
921	Player/Horse/Prefabs/Horse16.prefab	202	雲魅靈鹿				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
922	Player/Horse/Prefabs/Horse16_a.prefab	202	星芒·雲魅靈鹿				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
923	Player/Horse/Prefabs/Horse17.prefab		龍鱗鳳羽				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
924	Player/Horse/Prefabs/Horse17_a.prefab		大天使之駒				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
931	Player/Horse/Prefabs/HorseHk01.prefab		奔宵				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
932	Player/Horse/Prefabs/HorseHk01.prefab	805	烏騅				2	0.5	38	0.1	6	0.1	20		0	30	0.1	35	0.09	18	0.09	13	0.1	15	0.1		12	0.1		30	0.1		72	0	30	0.1	30	0.1	25	0.06	10	0.1		10	0.08	12	0.08	14	0.1	13	0.05	14	0.05	10	0.05	18	0.15	20	0.15	5		5	0.08	10	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4					15	0.05	30	0.1	15	0.05				
933	Player/critter/prefab/baoxiang_001OP.prefab	205	巨大寶箱				0.5	0.5			6													15	0.1					10	0.2		10	0.2	10	0.2					8	0.1																																																			
934	Player/critter/prefab/Jr_shu01_01.prefab	214	青翠樹苗				2	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
935	Player/critter/prefab/Jr_shu01_01.prefab	216	青翠樹苗				2	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
936	Player/critter/prefab/Jr_shu01_02.prefab	212	茂盛小樹				3	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
937	Player/critter/prefab/Jr_shu01_02.prefab	213	茂盛小樹				3.5	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
938	Player/critter/prefab/Jr_shu01_03.prefab	212	茁壯樹木				4	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
939	Player/critter/prefab/Jr_shu01_04.prefab	212	參天大樹				4.5	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
940	Player/critter/prefab/Jr_shu01_04.prefab	213	參天大樹				5.5	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
941	Player/critter/prefab/wj_shibei01.prefab		石碑				2.3	0.5	30	0.1		0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
