szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
BattleMobaHelp	宋金攻防戰		4	戰地首領			擊殺首領時對首領輸出高的一方陣營，將會獲得首領的協助\n·若超過[FFFE0D]10秒[-]沒有對首領造成傷害，則輸出量將會[FFFE0D]持續減少[-]\n·擊殺首領的一方陣營獲得額外的輸出量
BattleMobaHelp	宋金攻防戰		5	建築規則			必須先摧毀外塔，才能夠攻擊內塔，必須摧毀內塔，才能攻擊大營。\n[FFFE0D]敵方防禦塔周圍若沒有本方的士兵/首領，則對防禦塔造成的傷害-50%[-]
BattleBossHelp	宋金攻防戰		1	戰地首領			擊殺首領時對首領輸出高的一方陣營，將會獲得首領的協助\n·若超過[FFFE0D]10秒[-]沒有對首領造成傷害，則輸出量將會[FFFE0D]持續減少[-]\n·擊殺首領的一方陣營獲得額外的輸出量
FieldBossHelp	歷代名將		1	本服歷代名將			特定時間段進入指定名將地圖，以幫派為單位，根據對名將造成的傷害進行排名並獲取豐厚獎勵的幫派活動。
FieldBossHelp	歷代名將		2	跨服場次時間			首次獲取資格後的[FFFE0D]每週一晚22:00 - 23:00[-]，將開啟跨服歷代名將（注：未獲取資格的幫派照舊參加本服歷代名將）
FieldBossHelp	歷代名將		3	跨服資格獲取			以[FFFE0D]每週2/3/5/6[-]的本服歷代名將的爭奪結果，進行每週總積分統計後[FFFE0D]排名前3[-]的幫派，可以獲取跨服歷代名將資格
FieldBossHelp	歷代名將		4	積分獲取規則			對80-110級的名將（李廣/趙雲/李元霸/項羽）造成傷害並上榜進入前5排名的幫派進行積分統計，根據傷害排名獲得各幫派對應的積分，排名越靠前積分越高
FieldBossHelp	歷代名將		5	積分結算規則			資格積分[FFFE0D]每週六晚本服名將結束[-]時進行結算並公佈資格獲取結果，資格積分每場跨服歷代名將結束後清空重置
JingMaiHelp	同伴經脈		1	經脈簡介			同伴使用資質丹可以獲得[FFFE0D]真氣[-]，通過消耗真氣提升經脈中穴位的境界重數，可以讓同伴和角色獲得額外的屬性和技能。
JingMaiHelp	同伴經脈		2	丹田			丹田有[FFFE0D]充盈[-]與[FFFE0D]疲勞[-]兩個狀態，可在同伴介面右下方查詢。充盈時使用資質丹能獲得真氣值。同伴[FFFE0D]遣散[-]和[FFFE0D]洗髓[-]會使丹田進入疲勞狀態，此時使用資質丹不能獲得真氣，但可以降低疲勞值。
JingMaiHelp	同伴經脈		3	經脈衝穴			沖穴是指消耗真氣、銀兩或特殊道具對經脈中的穴位提升境界，有一定的[FFFE0D]成功率[-]。每日[FFFE0D]成功[-]沖穴的次數有上限，次日[FFFE0D]4點[-]重置，可在經脈介面查看。
JingMaiHelp	同伴經脈		4	經脈屬性			打通和提升穴位境界可以獲得該穴位附加的各種屬性或技能，對同伴和角色效果[FFFE0D]有所不同[-]。必須有[FFFE0D]同伴上陣[-]後，經脈屬性才會生效。
WeddingHelp	婚姻須知		1	預定婚禮規則①			[FFFE0D]「莊園·晚櫻連理」婚禮[-]無需預定，申請後婚禮立刻開始。\n[FFFE0D]「海島·紅鸞攬月」婚禮[-]可以提前[FFFE0D]7天[-]預定，每天只接受一個預約。\n[FFFE0D]「舫舟·乘龍配鳳」婚禮[-]可以提前[FFFE0D]3周[-]預定，每個自然周只接受一個預約。
WeddingHelp	婚姻須知		2	預定婚禮規則②			·婚禮一經預定後不可更換日期，但可以更換更高檔次的婚禮。\n·預定的婚禮逾期後，可以[FF6464FF]60天內[-]補交一半的費用重新申請，或者繳納全額費用申請其他檔次的婚禮。
WeddingHelp	婚姻須知		3	解除訂婚關係			·找紅娘可以申請解除訂婚關係。\n·如果已經預定了婚禮，解除關係後預定的婚禮將被取消，所花費的金額不退還。
WeddingHelp	婚姻須知		4	婚禮舉辦規則			只能在每天的[FFFE0D]10:00~24:00時間段[-]舉辦婚禮。
WeddingHelp	婚姻須知		5	離婚規則①			·協議離婚：雙方組隊找紅娘申請，申請後立即解除婚姻關係。\n·強制離婚：單方找紅娘申請，需要 [FFFE0D]至少24小時[-] 的確認時間，提出申請的一方需要花費[FFFE0D]1000元寶[-]，期間隨時可以取消申請。
WeddingHelp	婚姻須知		6	離婚規則②			·新婚[FFFE0D]30天內[-]禁止離婚\n·若一方離線超過[FFFE0D]14天[-]，則申請強制離婚無任何消耗。
WeddingHelp	婚姻須知		7	離婚規則③			正式離婚後將會回收雙方的[FFFE0D]婚服、婚書、婚戒、夫妻稱號、結婚傢俱[-]，雙方降低親密度，並且自動搬離對方的家園。
MarriageMDHelp	結婚紀念日須知		1	結婚紀念日	MarriageMDHelp		結婚紀念日有：1個月、6個月、1周年\n下個紀念日為：[FFFE0D]%s（成婚%s）[-][00FF00][url=openwnd:查看獎勵, AttributeDescription, '', false, 'MarriageMDRewards_%d'][-]
MarriageMDHelp	結婚紀念日須知		2	獎勵領取方式			到達結婚紀念日後，需[FFFE0D]夫妻雙方組隊[-]前往[00FF00][url=npc:紅娘, 2372, 10][-]處領取紀念日獎勵。
CashGiftHelp	禮金須知		1	證婚人			拜堂階段，禮金榜[FFFE0D]前4名[-]賓客將成婚[FFFE0D]證婚人[-]于主席臺見證新人完婚。
